vv_gene,Ensembl_gene
LOC127067389,ENSVVLG00005015870
LOC127067390,ENSVVLG00005015852
LOC127067391,ENSVVLG00005015864
LOC127067392,ENSVVLG00005015874
LOC127067393,ENSVVLG00005015840
LOC127067394,ENSVVLG00005007875
LOC127067395,ENSVVLG00005015051
LOC127067396,ENSVVLG00005007868
LOC127067397,ENSVVLG00005006484
LOC127067398,ENSVVLG00005007146
LOC127067399,ENSVVLG00005009084
LOC127067400,ENSVVLG00005010643
LOC127067401,ENSVVLG00005008675
LOC127067402,ENSVVLG00005002671
LOC127067403,ENSVVLG00005009601
LOC127067404,ENSVVLG00005009269
LOC127067405,ENSVVLG00005007974
LOC127067406,ENSVVLG00005008736
LOC127067408,ENSVVLG00005008032
LOC127067409,ENSVVLG00005008654
LOC127067410,ENSVVLG00005015254
LOC127067412,ENSVVLG00005007892
LOC127067413,ENSVVLG00005008393
LOC127067416,ENSVVLG00005007168
LOC127067420,ENSVVLG00005007726
LOC127067421,ENSVVLG00005007960
LOC127067423,ENSVVLG00005010462
LOC127067424,ENSVVLG00005010393
LOC127067425,ENSVVLG00005007458
LOC127067428,ENSVVLG00005008556
LOC127067430,ENSVVLG00005007106
LOC127067431,ENSVVLG00005007650
LOC127067432,ENSVVLG00005007004
LOC127067433,ENSVVLG00005014857
LOC127067435,ENSVVLG00005009191
LOC127067437,ENSVVLG00005009547
LOC127067438,ENSVVLG00005007080
LOC127067439,ENSVVLG00005008523
LOC127067441,ENSVVLG00005007340
LOC127067442,ENSVVLG00005005741
LOC127067443,ENSVVLG00005010328
LOC127067444,ENSVVLG00005006984
LOC127067445,ENSVVLG00005007924
LOC127067446,ENSVVLG00005008542
LOC127067447,ENSVVLG00005009504
LOC127067448,ENSVVLG00005008133
LOC127067449,ENSVVLG00005004944
LOC127067451,ENSVVLG00005009305
LOC127067452,ENSVVLG00005008589
LOC127067453,ENSVVLG00005008485
LOC127067454,ENSVVLG00005008405
LOC127067455,ENSVVLG00005009068
LOC127067456,ENSVVLG00005007620
LOC127067457,ENSVVLG00005015952
LOC127067458,ENSVVLG00005006940
LOC127067459,ENSVVLG00005006696
LOC127067460,ENSVVLG00005007635
LOC127067461,ENSVVLG00005008304
LOC127067462,ENSVVLG00005007896
LOC127067463,ENSVVLG00005008227
LOC127067464,ENSVVLG00005008103
LOC127067465,ENSVVLG00005006699
LOC127067466,ENSVVLG00005009254
LOC127067467,ENSVVLG00005007901
LOC127067468,ENSVVLG00005008506
LOC127067469,ENSVVLG00005008672
LOC127067470,ENSVVLG00005010196
LOC127067471,ENSVVLG00005006770
LOC127067472,ENSVVLG00005008310
LOC127067473,ENSVVLG00005009196
LOC127067474,ENSVVLG00005009336
LOC127067475,ENSVVLG00005006321
LOC127067478,ENSVVLG00005010607
LOC127067479,ENSVVLG00005010433
LOC127067480,ENSVVLG00005007831
LOC127067481,ENSVVLG00005007345
LOC127067482,ENSVVLG00005008273
LOC127067484,ENSVVLG00005010468
LOC127067485,ENSVVLG00005009039
LOC127067486,ENSVVLG00005007330
LOC127067487,ENSVVLG00005009700
LOC127067491,ENSVVLG00005006612
LOC127067492,ENSVVLG00005004027
LOC127067494,ENSVVLG00005008837
LOC127067495,ENSVVLG00005008500
LOC127067496,ENSVVLG00005009170
LOC127067501,ENSVVLG00005009013
LOC127067502,ENSVVLG00005010455
LOC127067504,ENSVVLG00005010441
LOC127067506,ENSVVLG00005008439
LOC127067510,ENSVVLG00005006835
LOC127067511,ENSVVLG00005007176
LOC127067512,ENSVVLG00005007695
LOC127067513,ENSVVLG00005009794
LOC127067514,ENSVVLG00005010400
LOC127067516,ENSVVLG00005009326
LOC127067517,ENSVVLG00005007412
LOC127067518,ENSVVLG00005007544
LOC127067519,ENSVVLG00005008183
LOC127067521,ENSVVLG00005008444
LOC127067522,ENSVVLG00005009333
LOC127067524,ENSVVLG00005007813
LOC127067525,ENSVVLG00005007837
LOC127067526,ENSVVLG00005009450
LOC127067531,ENSVVLG00005007592
LOC127067532,ENSVVLG00005006744
LOC127067534,ENSVVLG00005009711
LOC127067535,ENSVVLG00005007298
LOC127067538,ENSVVLG00005008400
LOC127067539,ENSVVLG00005007120
LOC127067540,ENSVVLG00005006601
LOC127067542,ENSVVLG00005009802
LOC127067543,ENSVVLG00005009857
LOC127067544,ENSVVLG00005006633
LOC127067546,ENSVVLG00005008778
LOC127067548,ENSVVLG00005008891
LOC127067549,ENSVVLG00005002698
LOC127067550,ENSVVLG00005008192
LOC127067551,ENSVVLG00005007097
LOC127067553,ENSVVLG00005008281
LOC127067555,ENSVVLG00005007504
LOC127067556,ENSVVLG00005007915
LOC127067557,ENSVVLG00005006785
LOC127067558,ENSVVLG00005010018
LOC127067559,ENSVVLG00005009510
LOC127067562,ENSVVLG00005008794
LOC127067564,ENSVVLG00005009321
LOC127067565,ENSVVLG00005007021
LOC127067566,ENSVVLG00005006474
LOC127067567,ENSVVLG00005009438
LOC127067568,ENSVVLG00005006500
LOC127067571,ENSVVLG00005009876
LOC127067572,ENSVVLG00005006432
LOC127067573,ENSVVLG00005006703
LOC127067574,ENSVVLG00005007625
LOC127067575,ENSVVLG00005010386
LOC127067576,ENSVVLG00005008256
LOC127067577,ENSVVLG00005009113
LOC127067578,ENSVVLG00005009261
LOC127067579,ENSVVLG00005008028
LOC127067583,ENSVVLG00005006627
LOC127067584,ENSVVLG00005009300
LOC127067585,ENSVVLG00005008608
LOC127067586,ENSVVLG00005007054
LOC127067587,ENSVVLG00005005167
LOC127067588,ENSVVLG00005010524
LOC127067589,ENSVVLG00005007579
LOC127067590,ENSVVLG00005009847
LOC127067591,ENSVVLG00005008631
LOC127067592,ENSVVLG00005008476
LOC127067593,ENSVVLG00005010212
LOC127067594,ENSVVLG00005009342
LOC127067596,ENSVVLG00005007014
LOC127067599,ENSVVLG00005009363
LOC127067600,ENSVVLG00005007931
LOC127067601,ENSVVLG00005009105
LOC127067602,ENSVVLG00005010675
LOC127067603,ENSVVLG00005010552
LOC127067604,ENSVVLG00005008333
LOC127067605,ENSVVLG00005008003
LOC127067606,ENSVVLG00005003771
LOC127067607,ENSVVLG00005003574
LOC127067608,ENSVVLG00005010123
LOC127067609,ENSVVLG00005006560
LOC127067610,ENSVVLG00005008705
LOC127067611,ENSVVLG00005007947
LOC127067612,ENSVVLG00005009574
LOC127067613,ENSVVLG00005006581
LOC127067614,ENSVVLG00005008322
LOC127067615,ENSVVLG00005007565
LOC127067616,ENSVVLG00005006750
LOC127067618,ENSVVLG00005008168
LOC127067619,ENSVVLG00005008263
LOC127067620,ENSVVLG00005002998
LOC127067621,ENSVVLG00005007093
LOC127067622,ENSVVLG00005009316
LOC127067623,ENSVVLG00005009131
LOC127067629,ENSVVLG00005008574
LOC127067630,ENSVVLG00005010501
LOC127067631,ENSVVLG00005005119
LOC127067632,ENSVVLG00005009277
LOC127067633,ENSVVLG00005006821
LOC127067634,ENSVVLG00005009293
LOC127067636,ENSVVLG00005009632
LOC127067637,ENSVVLG00005010565
LOC127067639,ENSVVLG00005006664
LOC127067641,ENSVVLG00005010619
LOC127067642,ENSVVLG00005006862
LOC127067643,ENSVVLG00005010650
LOC127067644,ENSVVLG00005009274
LOC127067645,ENSVVLG00005005979
LOC127067646,ENSVVLG00005007481
LOC127067647,ENSVVLG00005010662
LOC127067648,ENSVVLG00005009907
LOC127067650,ENSVVLG00005008157
LOC127067651,ENSVVLG00005008467
LOC127067652,ENSVVLG00005010631
LOC127067654,ENSVVLG00005009339
LOC127067656,ENSVVLG00005007377
LOC127067657,ENSVVLG00005010280
LOC127067658,ENSVVLG00005006884
LOC127067659,ENSVVLG00005004663
LOC127067660,ENSVVLG00005010372
LOC127067661,ENSVVLG00005009781
LOC127067662,ENSVVLG00005008317
LOC127067663,ENSVVLG00005008871
LOC127067664,ENSVVLG00005009213
LOC127067667,ENSVVLG00005009407
LOC127067668,ENSVVLG00005010476
LOC127067669,ENSVVLG00005009151
LOC127067670,ENSVVLG00005007471
LOC127067672,ENSVVLG00005010301
LOC127067673,ENSVVLG00005006909
LOC127067674,ENSVVLG00005008342
LOC127067676,ENSVVLG00005008543
LOC127067677,ENSVVLG00005010267
LOC127067678,ENSVVLG00005006747
LOC127067680,ENSVVLG00005009331
LOC127067681,ENSVVLG00005007847
LOC127067682,ENSVVLG00005009042
LOC127067684,ENSVVLG00005007785
LOC127067685,ENSVVLG00005009162
LOC127067686,ENSVVLG00005002833
LOC127067687,ENSVVLG00005006928
LOC127067688,ENSVVLG00005006814
LOC127067689,ENSVVLG00005007474
LOC127067690,ENSVVLG00005006891
LOC127067691,ENSVVLG00005008197
LOC127067694,ENSVVLG00005010382
LOC127067695,ENSVVLG00005009183
LOC127067697,ENSVVLG00005000692
LOC127067698,ENSVVLG00005006763
LOC127067699,ENSVVLG00005009234
LOC127067701,ENSVVLG00005002315
LOC127067702,ENSVVLG00005007205
LOC127067703,ENSVVLG00005007363
LOC127067704,ENSVVLG00005010345
LOC127067705,ENSVVLG00005008744
LOC127067708,ENSVVLG00005010577
LOC127067709,ENSVVLG00005008590
LOC127067711,ENSVVLG00005008416
LOC127067712,ENSVVLG00005009323
LOC127067713,ENSVVLG00005015619
LOC127067714,ENSVVLG00005009155
LOC127067715,ENSVVLG00005008459
LOC127067716,ENSVVLG00005006725
LOC127067717,ENSVVLG00005008594
LOC127067718,ENSVVLG00005007530
LOC127067719,ENSVVLG00005007131
LOC127067720,ENSVVLG00005009284
LOC127067721,ENSVVLG00005015418
LOC127067722,ENSVVLG00005008082
LOC127067724,ENSVVLG00005008145
LOC127067725,ENSVVLG00005007608
LOC127067726,ENSVVLG00005010369
LOC127067727,ENSVVLG00005015441
LOC127067728,ENSVVLG00005009488
LOC127067729,ENSVVLG00005007332
LOC127067730,ENSVVLG00005009811
LOC127067731,ENSVVLG00005009371
LOC127067734,ENSVVLG00005009757
LOC127067735,ENSVVLG00005007339
LOC127067736,ENSVVLG00005008428
LOC127067738,ENSVVLG00005008547
LOC127067739,ENSVVLG00005008937
LOC127067740,ENSVVLG00005009268
LOC127067741,ENSVVLG00005009731
LOC127067743,ENSVVLG00005006691
LOC127067744,ENSVVLG00005006993
LOC127067745,ENSVVLG00005009288
LOC127067747,ENSVVLG00005008370
LOC127067748,ENSVVLG00005007861
LOC127067751,ENSVVLG00005008207
LOC127067752,ENSVVLG00005010655
LOC127067761,ENSVVLG00005007231
LOC127067762,ENSVVLG00005003379
LOC127067763,ENSVVLG00005009516
LOC127067767,ENSVVLG00005007720
LOC127067768,ENSVVLG00005010593
LOC127067769,ENSVVLG00005008809
LOC127067774,ENSVVLG00005009470
LOC127067777,ENSVVLG00005007672
LOC127067778,ENSVVLG00005010302
LOC127067783,ENSVVLG00005006446
LOC127067792,ENSVVLG00005007769
LOC127067794,ENSVVLG00005010358
LOC127067797,ENSVVLG00005007537
LOC127067798,ENSVVLG00005007396
LOC127067800,ENSVVLG00005010246
LOC127067802,ENSVVLG00005001117
LOC127067803,ENSVVLG00005008856
LOC127067805,ENSVVLG00005007965
LOC127067806,ENSVVLG00005006964
LOC127067807,ENSVVLG00005009353
LOC127067808,ENSVVLG00005003275
LOC127067810,ENSVVLG00005010097
LOC127067811,ENSVVLG00005008056
LOC127067812,ENSVVLG00005009819
LOC127067813,ENSVVLG00005007555
LOC127067814,ENSVVLG00005009967
LOC127067815,ENSVVLG00005009931
LOC127067816,ENSVVLG00005007755
LOC127067817,ENSVVLG00005007356
LOC127067818,ENSVVLG00005002452
LOC127067819,ENSVVLG00005009981
LOC127067820,ENSVVLG00005010336
LOC127067821,ENSVVLG00005008214
LOC127067822,ENSVVLG00005007643
LOC127067823,ENSVVLG00005007986
LOC127067824,ENSVVLG00005010306
LOC127067825,ENSVVLG00005008919
LOC127067826,ENSVVLG00005003959
LOC127067827,ENSVVLG00005007702
LOC127067828,ENSVVLG00005009478
LOC127067832,ENSVVLG00005008462
LOC127067839,ENSVVLG00005010293
LOC127067841,ENSVVLG00005009344
LOC127067843,ENSVVLG00005007320
LOC127067845,ENSVVLG00005008663
LOC127067847,ENSVVLG00005009381
LOC127067848,ENSVVLG00005002740
LOC127067849,ENSVVLG00005010483
LOC127067850,ENSVVLG00005007386
LOC127067851,ENSVVLG00005010532
LOC127067852,ENSVVLG00005007898
LOC127067853,ENSVVLG00005010170
LOC127067855,ENSVVLG00005009123
LOC127067856,ENSVVLG00005006690
LOC127067857,ENSVVLG00005006682
LOC127067858,ENSVVLG00005006673
LOC127067859,ENSVVLG00005006672
LOC127067861,ENSVVLG00005006686
LOC127067862,ENSVVLG00005006670
LOC127067863,ENSVVLG00005006680
LOC127067864,ENSVVLG00005006688
LOC127067865,ENSVVLG00005010211
LOC127067867,ENSVVLG00005010188
LOC127067869,ENSVVLG00005007724
LOC127067870,ENSVVLG00005006646
LOC127067871,ENSVVLG00005009332
LOC127067872,ENSVVLG00005008077
LOC127067873,ENSVVLG00005010557
LOC127067874,ENSVVLG00005010647
LOC127067877,ENSVVLG00005009848
LOC127067878,ENSVVLG00005006787
LOC127067880,ENSVVLG00005009465
LOC127067881,ENSVVLG00005007934
LOC127067882,ENSVVLG00005003788
LOC127067883,ENSVVLG00005010110
LOC127067884,ENSVVLG00005010141
LOC127067886,ENSVVLG00005010235
LOC127067887,ENSVVLG00005008030
LOC127067888,ENSVVLG00005008102
LOC127067889,ENSVVLG00005006327
LOC127067890,ENSVVLG00005008213
LOC127067892,ENSVVLG00005006295
LOC127067895,ENSVVLG00005008152
LOC127067898,ENSVVLG00005007315
LOC127067899,ENSVVLG00005009992
LOC127067900,ENSVVLG00005007652
LOC127067902,ENSVVLG00005015474
LOC127067903,ENSVVLG00005009971
LOC127067904,ENSVVLG00005006774
LOC127067905,ENSVVLG00005009786
LOC127067906,ENSVVLG00005007877
LOC127067907,ENSVVLG00005009933
LOC127067908,ENSVVLG00005001629
LOC127067909,ENSVVLG00005010580
LOC127067910,ENSVVLG00005007090
LOC127067911,ENSVVLG00005010513
LOC127067915,ENSVVLG00005006694
LOC127067917,ENSVVLG00005007003
LOC127067918,ENSVVLG00005010503
LOC127067920,ENSVVLG00005008388
LOC127067921,ENSVVLG00005006449
LOC127067923,ENSVVLG00005008465
LOC127067924,ENSVVLG00005010163
LOC127067926,ENSVVLG00005009021
LOC127067927,ENSVVLG00005007553
LOC127067928,ENSVVLG00005006659
LOC127067929,ENSVVLG00005010076
LOC127067930,ENSVVLG00005010054
LOC127067931,ENSVVLG00005009759
LOC127067932,ENSVVLG00005007679
LOC127067933,ENSVVLG00005007122
LOC127067935,ENSVVLG00005007464
LOC127067936,ENSVVLG00005007439
LOC127067937,ENSVVLG00005009718
LOC127067938,ENSVVLG00005007174
LOC127067939,ENSVVLG00005006739
LOC127067940,ENSVVLG00005008242
LOC127067941,ENSVVLG00005008535
LOC127067942,ENSVVLG00005009048
LOC127067943,ENSVVLG00005016224
LOC127067944,ENSVVLG00005010274
LOC127067946,ENSVVLG00005010116
LOC127067947,ENSVVLG00005009139
LOC127067951,ENSVVLG00005007104
LOC127067952,ENSVVLG00005007981
LOC127067954,ENSVVLG00005009693
LOC127067955,ENSVVLG00005010262
LOC127067957,ENSVVLG00005007200
LOC127067959,ENSVVLG00005010606
LOC127067960,ENSVVLG00005007349
LOC127067961,ENSVVLG00005009822
LOC127067965,ENSVVLG00005016118
LOC127067968,ENSVVLG00005009890
LOC127067969,ENSVVLG00005010571
LOC127067970,ENSVVLG00005010213
LOC127067971,ENSVVLG00005009486
LOC127067974,ENSVVLG00005008208
LOC127067975,ENSVVLG00005008597
LOC127067976,ENSVVLG00005010459
LOC127067977,ENSVVLG00005007127
LOC127067979,ENSVVLG00005008908
LOC127067980,ENSVVLG00005008482
LOC127067981,ENSVVLG00005010415
LOC127067982,ENSVVLG00005007092
LOC127067983,ENSVVLG00005009378
LOC127067984,ENSVVLG00005009538
LOC127067985,ENSVVLG00005010013
LOC127067986,ENSVVLG00005008019
LOC127067989,ENSVVLG00005009259
LOC127067990,ENSVVLG00005007147
LOC127067991,ENSVVLG00005007061
LOC127067994,ENSVVLG00005009325
LOC127067995,ENSVVLG00005008403
LOC127067996,ENSVVLG00005009803
LOC127067997,ENSVVLG00005008619
LOC127067999,ENSVVLG00005007584
LOC127068003,ENSVVLG00005007362
LOC127068004,ENSVVLG00005000362
LOC127068005,ENSVVLG00005010591
LOC127068006,ENSVVLG00005006587
LOC127068007,ENSVVLG00005007667
LOC127068008,ENSVVLG00005010094
LOC127068009,ENSVVLG00005007370
LOC127068010,ENSVVLG00005008061
LOC127068011,ENSVVLG00005010421
LOC127068012,ENSVVLG00005009842
LOC127068013,ENSVVLG00005006420
LOC127068015,ENSVVLG00005009056
LOC127068016,ENSVVLG00005007036
LOC127068017,ENSVVLG00005009416
LOC127068018,ENSVVLG00005008176
LOC127068019,ENSVVLG00005006929
LOC127068020,ENSVVLG00005007744
LOC127068021,ENSVVLG00005008419
LOC127068022,ENSVVLG00005009161
LOC127068023,ENSVVLG00005007800
LOC127068024,ENSVVLG00005006330
LOC127068025,ENSVVLG00005007693
LOC127068026,ENSVVLG00005009472
LOC127068027,ENSVVLG00005008497
LOC127068028,ENSVVLG00005003386
LOC127068029,ENSVVLG00005008095
LOC127068030,ENSVVLG00005007321
LOC127068031,ENSVVLG00005008895
LOC127068033,ENSVVLG00005006977
LOC127068034,ENSVVLG00005009357
LOC127068035,ENSVVLG00005008957
LOC127068036,ENSVVLG00005009209
LOC127068037,ENSVVLG00005008354
LOC127068038,ENSVVLG00005010001
LOC127068039,ENSVVLG00005008626
LOC127068040,ENSVVLG00005010355
LOC127068041,ENSVVLG00005007480
LOC127068042,ENSVVLG00005014803
LOC127068043,ENSVVLG00005007017
LOC127068044,ENSVVLG00005006959
LOC127068046,ENSVVLG00005009680
LOC127068047,ENSVVLG00005009403
LOC127068048,ENSVVLG00005008366
LOC127068049,ENSVVLG00005009637
LOC127068050,ENSVVLG00005006675
LOC127068051,ENSVVLG00005008253
LOC127068052,ENSVVLG00005008609
LOC127068053,ENSVVLG00005006357
LOC127068054,ENSVVLG00005009458
LOC127068055,ENSVVLG00005000231
LOC127068057,ENSVVLG00005007638
LOC127068058,ENSVVLG00005009189
LOC127068059,ENSVVLG00005006316
LOC127068060,ENSVVLG00005009704
LOC127068061,ENSVVLG00005009628
LOC127068062,ENSVVLG00005008124
LOC127068063,ENSVVLG00005007306
LOC127068065,ENSVVLG00005008873
LOC127068066,ENSVVLG00005008967
LOC127068067,ENSVVLG00005007141
LOC127068068,ENSVVLG00005009343
LOC127068070,ENSVVLG00005009798
LOC127068072,ENSVVLG00005007246
LOC127068073,ENSVVLG00005009390
LOC127068074,ENSVVLG00005008857
LOC127068075,ENSVVLG00005009633
LOC127068077,ENSVVLG00005008784
LOC127068078,ENSVVLG00005009199
LOC127068079,ENSVVLG00005000243
LOC127068080,ENSVVLG00005009276
LOC127068081,ENSVVLG00005006755
LOC127068083,ENSVVLG00005003707
LOC127068085,ENSVVLG00005009032
LOC127068086,ENSVVLG00005008489
LOC127068087,ENSVVLG00005006718
LOC127068088,ENSVVLG00005009010
LOC127068089,ENSVVLG00005009514
LOC127068090,ENSVVLG00005000806
LOC127068091,ENSVVLG00005008990
LOC127068092,ENSVVLG00005009150
LOC127068093,ENSVVLG00005009528
LOC127068094,ENSVVLG00005007841
LOC127068095,ENSVVLG00005008850
LOC127068097,ENSVVLG00005006850
LOC127068098,ENSVVLG00005008522
LOC127068099,ENSVVLG00005009873
LOC127068100,ENSVVLG00005009178
LOC127068101,ENSVVLG00005009291
LOC127068103,ENSVVLG00005006522
LOC127068104,ENSVVLG00005009074
LOC127068105,ENSVVLG00005010481
LOC127068106,ENSVVLG00005008299
LOC127068107,ENSVVLG00005006809
LOC127068108,ENSVVLG00005008923
LOC127068109,ENSVVLG00005009575
LOC127068110,ENSVVLG00005015585
LOC127068111,ENSVVLG00005008473
LOC127068112,ENSVVLG00005008343
LOC127068113,ENSVVLG00005009129
LOC127068114,ENSVVLG00005006350
LOC127068115,ENSVVLG00005008189
LOC127068116,ENSVVLG00005009118
LOC127068117,ENSVVLG00005002405
LOC127068118,ENSVVLG00005009246
LOC127068119,ENSVVLG00005008604
LOC127068120,ENSVVLG00005007700
LOC127068121,ENSVVLG00005008259
LOC127068122,ENSVVLG00005008109
LOC127068125,ENSVVLG00005009267
LOC127068126,ENSVVLG00005007732
LOC127068127,ENSVVLG00005008518
LOC127068128,ENSVVLG00005010088
LOC127068129,ENSVVLG00005000405
LOC127068130,ENSVVLG00005007394
LOC127068131,ENSVVLG00005009145
LOC127068132,ENSVVLG00005010371
LOC127068133,ENSVVLG00005009351
LOC127068136,ENSVVLG00005009431
LOC127068137,ENSVVLG00005010129
LOC127068139,ENSVVLG00005009608
LOC127068149,ENSVVLG00005007230
LOC127068150,ENSVVLG00005009152
LOC127068152,ENSVVLG00005006660
LOC127068153,ENSVVLG00005007498
LOC127068154,ENSVVLG00005010436
LOC127068156,ENSVVLG00005008449
LOC127068157,ENSVVLG00005010599
LOC127068160,ENSVVLG00005006498
LOC127068161,ENSVVLG00005009217
LOC127068163,ENSVVLG00005010632
LOC127068164,ENSVVLG00005010439
LOC127068165,ENSVVLG00005006879
LOC127068166,ENSVVLG00005016127
LOC127068167,ENSVVLG00005006566
LOC127068168,ENSVVLG00005010337
LOC127068169,ENSVVLG00005007967
LOC127068170,ENSVVLG00005007766
LOC127068171,ENSVVLG00005010398
LOC127068172,ENSVVLG00005010385
LOC127068173,ENSVVLG00005006611
LOC127068174,ENSVVLG00005010244
LOC127068176,ENSVVLG00005009102
LOC127068177,ENSVVLG00005010239
LOC127068178,ENSVVLG00005009346
LOC127068179,ENSVVLG00005007333
LOC127068180,ENSVVLG00005008408
LOC127068182,ENSVVLG00005010150
LOC127068183,ENSVVLG00005009809
LOC127068188,ENSVVLG00005010268
LOC127068203,ENSVVLG00005008634
LOC127068204,ENSVVLG00005007992
LOC127068210,ENSVVLG00005009496
LOC127068211,ENSVVLG00005009600
LOC127068212,ENSVVLG00005008640
LOC127068214,ENSVVLG00005010034
LOC127068215,ENSVVLG00005007819
LOC127068221,ENSVVLG00005009862
LOC127068223,ENSVVLG00005008510
LOC127068224,ENSVVLG00005008284
LOC127068225,ENSVVLG00005009092
LOC127068229,ENSVVLG00005009941
LOC127068230,ENSVVLG00005015642
LOC127068231,ENSVVLG00005010098
LOC127068232,ENSVVLG00005006709
LOC127068233,ENSVVLG00005009832
LOC127068234,ENSVVLG00005009754
LOC127068235,ENSVVLG00005007534
LOC127068236,ENSVVLG00005010315
LOC127068237,ENSVVLG00005009310
LOC127068238,ENSVVLG00005002529
LOC127068239,ENSVVLG00005007341
LOC127068240,ENSVVLG00005006546
LOC127068241,ENSVVLG00005004342
LOC127068244,ENSVVLG00005014686
LOC127068246,ENSVVLG00005007271
LOC127068247,ENSVVLG00005008274
LOC127068248,ENSVVLG00005007856
LOC127068251,ENSVVLG00005008330
LOC127068252,ENSVVLG00005010620
LOC127068253,ENSVVLG00005010520
LOC127068255,ENSVVLG00005014979
LOC127068256,ENSVVLG00005007077
LOC127068257,ENSVVLG00005007914
LOC127068258,ENSVVLG00005008231
LOC127068260,ENSVVLG00005008939
LOC127068261,ENSVVLG00005009444
LOC127068263,ENSVVLG00005009365
LOC127068264,ENSVVLG00005008876
LOC127068265,ENSVVLG00005007296
LOC127068266,ENSVVLG00005006507
LOC127068267,ENSVVLG00005009337
LOC127068268,ENSVVLG00005007708
LOC127068269,ENSVVLG00005009906
LOC127068271,ENSVVLG00005010537
LOC127068273,ENSVVLG00005008312
LOC127068274,ENSVVLG00005007515
LOC127068281,ENSVVLG00005009109
LOC127068283,ENSVVLG00005008007
LOC127068284,ENSVVLG00005006485
LOC127068285,ENSVVLG00005006487
LOC127068286,ENSVVLG00005009959
LOC127068287,ENSVVLG00005010259
LOC127068288,ENSVVLG00005009210
LOC127068290,ENSVVLG00005010784
LOC127068291,ENSVVLG00005009347
LOC127068292,ENSVVLG00005011131
LOC127068293,ENSVVLG00005009287
LOC127068294,ENSVVLG00005000818
LOC127068295,ENSVVLG00005010352
LOC127068296,ENSVVLG00005011672
LOC127068297,ENSVVLG00005008599
LOC127068298,ENSVVLG00005009355
LOC127068302,ENSVVLG00005009479
LOC127068303,ENSVVLG00005011348
LOC127068305,ENSVVLG00005009154
LOC127068306,ENSVVLG00005009142
LOC127068308,ENSVVLG00005011005
LOC127068309,ENSVVLG00005009215
LOC127068310,ENSVVLG00005009283
LOC127068311,ENSVVLG00005002236
LOC127068312,ENSVVLG00005011111
LOC127068313,ENSVVLG00005010420
LOC127068315,ENSVVLG00005006204
LOC127068316,ENSVVLG00005010363
LOC127068317,ENSVVLG00005010043
LOC127068318,ENSVVLG00005009341
LOC127068320,ENSVVLG00005011616
LOC127068321,ENSVVLG00005010663
LOC127068324,ENSVVLG00005009174
LOC127068325,ENSVVLG00005009536
LOC127068326,ENSVVLG00005010278
LOC127068328,ENSVVLG00005011326
LOC127068329,ENSVVLG00005011762
LOC127068330,ENSVVLG00005010870
LOC127068331,ENSVVLG00005003767
LOC127068332,ENSVVLG00005009315
LOC127068333,ENSVVLG00005011798
LOC127068335,ENSVVLG00005009069
LOC127068336,ENSVVLG00005011262
LOC127068337,ENSVVLG00005010208
LOC127068338,ENSVVLG00005009570
LOC127068340,ENSVVLG00005003074
LOC127068342,ENSVVLG00005011659
LOC127068345,ENSVVLG00005008638
LOC127068346,ENSVVLG00005005072
LOC127068347,ENSVVLG00005010588
LOC127068348,ENSVVLG00005011283
LOC127068349,ENSVVLG00005010652
LOC127068351,ENSVVLG00005010875
LOC127068352,ENSVVLG00005011226
LOC127068353,ENSVVLG00005009772
LOC127068354,ENSVVLG00005010610
LOC127068355,ENSVVLG00005011466
LOC127068356,ENSVVLG00005009511
LOC127068357,ENSVVLG00005011661
LOC127068358,ENSVVLG00005008630
LOC127068359,ENSVVLG00005011536
LOC127068360,ENSVVLG00005009753
LOC127068362,ENSVVLG00005011656
LOC127068363,ENSVVLG00005011692
LOC127068366,ENSVVLG00005010294
LOC127068367,ENSVVLG00005011635
LOC127068368,ENSVVLG00005011482
LOC127068369,ENSVVLG00005011013
LOC127068371,ENSVVLG00005008658
LOC127068372,ENSVVLG00005010762
LOC127068374,ENSVVLG00005009266
LOC127068375,ENSVVLG00005009334
LOC127068376,ENSVVLG00005010836
LOC127068377,ENSVVLG00005009149
LOC127068378,ENSVVLG00005009309
LOC127068379,ENSVVLG00005011092
LOC127068380,ENSVVLG00005011789
LOC127068381,ENSVVLG00005005765
LOC127068382,ENSVVLG00005009327
LOC127068383,ENSVVLG00005011146
LOC127068384,ENSVVLG00005009243
LOC127068385,ENSVVLG00005011055
LOC127068391,ENSVVLG00005005244
LOC127068392,ENSVVLG00005011179
LOC127068394,ENSVVLG00005009080
LOC127068395,ENSVVLG00005003839
LOC127068396,ENSVVLG00005009926
LOC127068397,ENSVVLG00005010375
LOC127068398,ENSVVLG00005010846
LOC127068399,ENSVVLG00005011147
LOC127068400,ENSVVLG00005010181
LOC127068401,ENSVVLG00005010706
LOC127068402,ENSVVLG00005010457
LOC127068403,ENSVVLG00005011553
LOC127068404,ENSVVLG00005010295
LOC127068405,ENSVVLG00005011734
LOC127068406,ENSVVLG00005010942
LOC127068407,ENSVVLG00005001800
LOC127068408,ENSVVLG00005010344
LOC127068409,ENSVVLG00005008695
LOC127068410,ENSVVLG00005009602
LOC127068412,ENSVVLG00005011090
LOC127068413,ENSVVLG00005010159
LOC127068414,ENSVVLG00005004520
LOC127068417,ENSVVLG00005009034
LOC127068418,ENSVVLG00005004892
LOC127068421,ENSVVLG00005010959
LOC127068422,ENSVVLG00005011393
LOC127068423,ENSVVLG00005009282
LOC127068424,ENSVVLG00005011509
