gene_vv,symbol_vv,description_vv,genetype_vv,ntranscripts_vv,chromosome_vv,accession_vv,start_vv,stop_vv
LOC127066311,LOC127066311,protein abrupt-like,PROTEIN_CODING,1,9,NC_066594.1,701957,704202
LOC127066313,LOC127066313,dual specificity protein phosphatase 3,PROTEIN_CODING,4,1,NC_066586.1,13038028,13042633
LOC127066314,LOC127066314,F-box/LRR-repeat protein 15-like,PROTEIN_CODING,2,9,NC_066594.1,472745,480904
LOC127066321,LOC127066321,60S ribosomal protein L34-like,PROTEIN_CODING,1,9,NC_066594.1,522808,524164
LOC127066340,LOC127066340,MOXD1 homolog 1,PROTEIN_CODING,4,9,NC_066594.1,1321990,1341910
LOC127066342,LOC127066342,transcription factor 12-like,PROTEIN_CODING,21,9,NC_066594.1,845605,1012101
LOC127066346,LOC127066346,ATP-binding cassette sub-family G member 1-like,PROTEIN_CODING,1,9,NC_066594.1,1001692,1011615
LOC127066348,LOC127066348,"aminomethyltransferase, mitochondrial",PROTEIN_CODING,1,9,NC_066594.1,1283460,1285525
LOC127066351,LOC127066351,type-1 angiotensin II receptor-associated protein,PROTEIN_CODING,2,9,NC_066594.1,843050,845469
LOC127066373,LOC127066373,ester hydrolase C11orf54 homolog,PROTEIN_CODING,2,9,NC_066594.1,304715,307474
LOC127066385,LOC127066385,kinesin-like protein KIF20A,PROTEIN_CODING,4,9,NC_066594.1,1693568,1700801
LOC127066389,LOC127066389,mitochondrial pyruvate carrier 2-like,PROTEIN_CODING,2,9,NC_066594.1,1754681,1758796
LOC127066395,LOC127066395,ATP synthase mitochondrial F1 complex assembly factor 1,PROTEIN_CODING,1,9,NC_066594.1,8136512,8137825
LOC127066401,LOC127066401,CDK5RAP1-like protein,PROTEIN_CODING,1,1,NC_066586.1,14378177,14381194
LOC127066408,LOC127066408,"dual specificity calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1-like",PROTEIN_CODING,10,9,NC_066594.1,4023113,4090646
LOC127066410,LOC127066410,protein fem-1 homolog CG6966,PROTEIN_CODING,5,9,NC_066594.1,3363659,3402683
LOC127066421,LOC127066421,uncharacterized LOC127066421,PROTEIN_CODING,8,9,NC_066594.1,3797356,3830692
LOC127066437,LOC127066437,G kinase-anchoring protein 1-like,PROTEIN_CODING,1,9,NC_066594.1,3436042,3439810
LOC127066457,LOC127066457,"glucose dehydrogenase [FAD, quinone]-like",PROTEIN_CODING,1,9,NC_066594.1,4472773,4484414
LOC127066458,LOC127066458,"glucose dehydrogenase [FAD, quinone]-like",PROTEIN_CODING,1,9,NC_066594.1,4484885,4489008
LOC127066476,LOC127066476,cytosolic 10-formyltetrahydrofolate dehydrogenase,PROTEIN_CODING,8,1,NC_066586.1,4115918,4121789
LOC127066478,LOC127066478,odorant receptor Or2-like,PROTEIN_CODING,1,9,NC_066594.1,3095279,3097213
LOC127066486,LOC127066486,DNA repair protein RAD51 homolog A-like,PROTEIN_CODING,1,9,NC_066594.1,4200888,4202351
LOC127066492,LOC127066492,nuclear RNA export factor 1-like,PROTEIN_CODING,1,9,NC_066594.1,2594057,2598056
LOC127066493,LOC127066493,"metalloendopeptidase OMA1, mitochondrial-like",PROTEIN_CODING,2,9,NC_066594.1,2588407,2591227
LOC127066494,LOC127066494,prolyl 3-hydroxylase 1-like,PROTEIN_CODING,1,9,NC_066594.1,2574404,2577982
LOC127066497,LOC127066497,testis-specific serine/threonine-protein kinase 1-like,PROTEIN_CODING,1,9,NC_066594.1,2543222,2547729
LOC127066503,LOC127066503,long-chain-fatty-acid--CoA ligase 5,PROTEIN_CODING,6,9,NC_066594.1,6374422,6385294
LOC127066505,LOC127066505,bone morphogenetic protein 2-like,PROTEIN_CODING,1,9,NC_066594.1,6384897,6386242
LOC127066511,LOC127066511,gustatory receptor for sugar taste 64a-like,PROTEIN_CODING,3,9,NC_066594.1,8036306,8041527
LOC127066512,LOC127066512,gustatory receptor 5a for trehalose-like,PROTEIN_CODING,1,9,NC_066594.1,8032968,8037065
LOC127066515,LOC127066515,protein Wnt-11b-1-like,PROTEIN_CODING,2,9,NC_066594.1,7988211,8000303
LOC127066516,LOC127066516,uncharacterized LOC127066516,PROTEIN_CODING,2,9,NC_066594.1,8023843,8032768
LOC127066518,LOC127066518,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase-like",PROTEIN_CODING,1,9,NC_066594.1,6766224,6771777
LOC127066539,LOC127066539,DNA fragmentation factor subunit alpha-like,PROTEIN_CODING,3,9,NC_066594.1,4798600,4805575
LOC127066548,LOC127066548,pre-mRNA-processing factor 17,PROTEIN_CODING,1,9,NC_066594.1,7960690,7963452
LOC127066564,LOC127066564,probable ATP-dependent RNA helicase DHX34,PROTEIN_CODING,1,9,NC_066594.1,4104943,4110475
LOC127066569,LOC127066569,dual oxidase-like,PROTEIN_CODING,1,9,NC_066594.1,4112173,4120840
LOC127066571,LOC127066571,retinoid-inducible serine carboxypeptidase-like,PROTEIN_CODING,1,9,NC_066594.1,6446276,6449153
LOC127066613,LOC127066613,MD-2-related lipid-recognition protein-like,PROTEIN_CODING,1,10,NC_066595.1,6552010,6555346
LOC127066614,LOC127066614,"thioredoxin, mitochondrial-like",PROTEIN_CODING,1,10,NC_066595.1,3152375,3153338
LOC127066616,LOC127066616,PH domain-containing protein DDB_G0287875-like,PROTEIN_CODING,8,10,NC_066595.1,1913613,1917731
LOC127066617,LOC127066617,WD repeat domain phosphoinositide-interacting protein 4-like,PROTEIN_CODING,1,10,NC_066595.1,6685490,6687408
LOC127066634,LOC127066634,monocarboxylate transporter 1-like,PROTEIN_CODING,2,10,NC_066595.1,3763611,3775140
LOC127066649,LOC127066649,G/T mismatch-specific thymine DNA glycosylase-like,PROTEIN_CODING,1,10,NC_066595.1,3795878,3797725
LOC127066656,LOC127066656,ribosomal RNA small subunit methyltransferase NEP1,PROTEIN_CODING,1,10,NC_066595.1,3342763,3344095
LOC127066669,LOC127066669,uncharacterized LOC127066669,PROTEIN_CODING,9,10,NC_066595.1,947067,967025
LOC127066674,LOC127066674,IQ motif-containing protein H-like,PROTEIN_CODING,4,10,NC_066595.1,1235024,1240469
LOC127066675,LOC127066675,ecto-NOX disulfide-thiol exchanger 2,PROTEIN_CODING,2,10,NC_066595.1,1264416,1270504
LOC127066678,LOC127066678,kinesin-like protein KIF9,PROTEIN_CODING,4,1,NC_066586.1,4260087,4263611
LOC127066681,LOC127066681,threonylcarbamoyladenosine tRNA methylthiotransferase,PROTEIN_CODING,1,10,NC_066595.1,1000024,1002032
LOC127066682,LOC127066682,uncharacterized LOC127066682,PROTEIN_CODING,2,10,NC_066595.1,967150,998640
LOC127066684,LOC127066684,arf-GAP with dual PH domain-containing protein 1-like,PROTEIN_CODING,3,10,NC_066595.1,1257241,1262044
LOC127066685,LOC127066685,transcription factor HES-4-like,PROTEIN_CODING,4,10,NC_066595.1,1071782,1076745
LOC127066686,LOC127066686,homeobox protein unc-42,PROTEIN_CODING,2,10,NC_066595.1,1032778,1048412
LOC127066689,LOC127066689,enhancer of split mbeta protein-like,PROTEIN_CODING,1,10,NC_066595.1,1106412,1108221
LOC127066690,LOC127066690,PXMP2/4 family protein 4,PROTEIN_CODING,1,10,NC_066595.1,1260987,1262220
LOC127066691,LOC127066691,enhancer of split mgamma protein-like,PROTEIN_CODING,1,10,NC_066595.1,1227003,1229702
LOC127066695,LOC127066695,uncharacterized LOC127066695,PROTEIN_CODING,1,10,NC_066595.1,1197114,1198543
LOC127066703,LOC127066703,uncharacterized LOC127066703,PROTEIN_CODING,6,10,NC_066595.1,301132,318609
LOC127066707,LOC127066707,Bardet-Biedl syndrome 2 protein homolog,PROTEIN_CODING,5,10,NC_066595.1,254326,258198
LOC127066712,LOC127066712,elongation factor 1-alpha,PROTEIN_CODING,1,10,NC_066595.1,261408,264211
LOC127066714,LOC127066714,gustatory receptor 23a-like,PROTEIN_CODING,1,10,NC_066595.1,298368,299957
LOC127066729,LOC127066729,phospholipase A1-like,PROTEIN_CODING,2,10,NC_066595.1,3252254,3254399
LOC127066736,LOC127066736,"probable methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial",PROTEIN_CODING,4,10,NC_066595.1,6383069,6388699
LOC127066747,LOC127066747,eukaryotic translation initiation factor 4E type 2-like,PROTEIN_CODING,3,10,NC_066595.1,6355394,6357372
LOC127066758,LOC127066758,uncharacterized LOC127066758,PROTEIN_CODING,5,10,NC_066595.1,5324246,5340136
LOC127066760,LOC127066760,inward rectifier potassium channel 2-like,PROTEIN_CODING,6,10,NC_066595.1,5328793,5366064
LOC127066764,LOC127066764,zinc finger protein 62-like,PROTEIN_CODING,2,10,NC_066595.1,5281930,5285438
LOC127066768,LOC127066768,hexosaminidase D-like,PROTEIN_CODING,1,10,NC_066595.1,5291420,5294944
LOC127066777,LOC127066777,23 kDa integral membrane protein-like,PROTEIN_CODING,7,10,NC_066595.1,5506346,5513721
LOC127066779,LOC127066779,tetraspanin 6,PROTEIN_CODING,1,10,NC_066595.1,5513578,5518019
LOC127066788,LOC127066788,discoidin domain-containing receptor 2-like,PROTEIN_CODING,2,10,NC_066595.1,6931388,6950924
LOC127066789,LOC127066789,NF-X1-type zinc finger protein NFXL1,PROTEIN_CODING,1,10,NC_066595.1,6982298,6985863
LOC127066794,LOC127066794,protein zwilch homolog,PROTEIN_CODING,1,10,NC_066595.1,6846392,6849641
LOC127066796,LOC127066796,potassium voltage-gated channel protein Shaw-like,PROTEIN_CODING,2,10,NC_066595.1,6893934,6901385
LOC127066798,LOC127066798,zinc finger protein 724-like,PROTEIN_CODING,3,1,NC_066586.1,14654335,14658523
LOC127066802,LOC127066802,PAT complex subunit CCDC47,PROTEIN_CODING,1,10,NC_066595.1,6854157,6857490
LOC127066810,LOC127066810,"ubiquinone biosynthesis protein COQ4 homolog, mitochondrial-like",PROTEIN_CODING,2,10,NC_066595.1,6950854,6953926
LOC127066816,LOC127066816,SOSS complex subunit C,PROTEIN_CODING,1,10,NC_066595.1,6833438,6835562
LOC127066829,LOC127066829,zinc finger protein 660-like,PROTEIN_CODING,2,10,NC_066595.1,1953064,1960097
LOC127066834,LOC127066834,xylulose kinase,PROTEIN_CODING,3,10,NC_066595.1,2121396,2126451
LOC127066839,LOC127066839,uncharacterized LOC127066839,PROTEIN_CODING,1,10,NC_066595.1,2047248,2051860
LOC127066847,LOC127066847,FAD-dependent oxidoreductase domain-containing protein 1,PROTEIN_CODING,1,1,NC_066586.1,14600915,14603498
LOC127066848,LOC127066848,uncharacterized LOC127066848,PROTEIN_CODING,4,10,NC_066595.1,1929891,1933959
LOC127066850,LOC127066850,46 kDa FK506-binding nuclear protein-like,PROTEIN_CODING,1,10,NC_066595.1,2102194,2103354
LOC127066851,LOC127066851,nucleoporin Nup43,PROTEIN_CODING,2,10,NC_066595.1,2104362,2106256
LOC127066858,LOC127066858,pyroglutamyl-peptidase 1,PROTEIN_CODING,1,10,NC_066595.1,1921078,1923436
LOC127066861,LOC127066861,protein phosphatase inhibitor 2-like,PROTEIN_CODING,1,10,NC_066595.1,2089785,2092504
LOC127066883,LOC127066883,protein tramtrack,PROTEIN_CODING,7,10,NC_066595.1,4110460,4114967
LOC127066885,LOC127066885,lysosomal acid glucosylceramidase,PROTEIN_CODING,1,10,NC_066595.1,3891735,3895342
LOC127066890,LOC127066890,chitinase domain-containing protein 1,PROTEIN_CODING,1,10,NC_066595.1,4126663,4128810
LOC127066894,LOC127066894,uncharacterized LOC127066894,PROTEIN_CODING,1,10,NC_066595.1,3843458,3845240
LOC127066896,LOC127066896,uncharacterized LOC127066896,PROTEIN_CODING,1,10,NC_066595.1,3841002,3843317
LOC127066897,LOC127066897,inositol monophosphatase 2-like,PROTEIN_CODING,2,10,NC_066595.1,3847396,3849687
LOC127066905,LOC127066905,follistatin-A,PROTEIN_CODING,2,1,NC_066586.1,5864922,5895426
LOC127066918,LOC127066918,uncharacterized LOC127066918,PROTEIN_CODING,1,10,NC_066595.1,639233,641325
LOC127066920,LOC127066920,ATPase WRNIP1-like,PROTEIN_CODING,1,10,NC_066595.1,641346,643819
LOC127066926,LOC127066926,PRL-1 phosphatase,PROTEIN_CODING,6,10,NC_066595.1,711384,754637
LOC127066930,LOC127066930,"glutamate receptor ionotropic, kainate 2-like",PROTEIN_CODING,8,10,NC_066595.1,7345670,7420003
LOC127066933,LOC127066933,hexokinase-2-like,PROTEIN_CODING,4,10,NC_066595.1,7515804,7528636
LOC127066935,LOC127066935,reticulocalbin-2,PROTEIN_CODING,1,10,NC_066595.1,7546309,7548326
LOC127066937,LOC127066937,cyclin-dependent kinase 20-like,PROTEIN_CODING,4,10,NC_066595.1,7534799,7536449
LOC127066944,LOC127066944,G patch domain-containing protein 1 homolog,PROTEIN_CODING,1,10,NC_066595.1,5098417,5102234
LOC127066947,LOC127066947,lymphoid-specific helicase-like,PROTEIN_CODING,5,10,NC_066595.1,5175562,5179105
LOC127066951,LOC127066951,GDNF-inducible zinc finger protein 1-like,PROTEIN_CODING,2,10,NC_066595.1,5102469,5106688
LOC127066960,LOC127066960,ataxin-2 homolog,PROTEIN_CODING,2,10,NC_066595.1,3060049,3066993
LOC127066972,LOC127066972,ATP-dependent RNA helicase DDX55,PROTEIN_CODING,1,10,NC_066595.1,3055852,3059201
LOC127066973,LOC127066973,calnexin-like,PROTEIN_CODING,5,10,NC_066595.1,3046000,3050796
LOC127066982,LOC127066982,T-box transcription factor TBX1,PROTEIN_CODING,1,10,NC_066595.1,3095782,3103407
LOC127066989,LOC127066989,uncharacterized LOC127066989,PROTEIN_CODING,1,10,NC_066595.1,3144698,3146049
LOC127066992,LOC127066992,ran-specific GTPase-activating protein-like,PROTEIN_CODING,2,10,NC_066595.1,3108774,3110814
LOC127066995,LOC127066995,fatty acid hydroxylase domain-containing protein 2,PROTEIN_CODING,2,1,NC_066586.1,5845082,5850392
LOC127067004,LOC127067004,bifunctional purine biosynthesis protein ATIC,PROTEIN_CODING,1,10,NC_066595.1,5047968,5050591
LOC127067016,LOC127067016,transmembrane protease serine 9-like,PROTEIN_CODING,1,1,NC_066586.1,1921083,1925010
LOC127067029,LOC127067029,protein apterous-like,PROTEIN_CODING,1,10,NC_066595.1,4779291,4820075
LOC127067030,LOC127067030,LIM/homeobox protein Lhx2-like,PROTEIN_CODING,10,10,NC_066595.1,4721760,4734943
LOC127067038,LOC127067038,dual specificity protein phosphatase 10-like,PROTEIN_CODING,2,10,NC_066595.1,8367954,8411743
LOC127067040,LOC127067040,BTB/POZ domain-containing protein 7,PROTEIN_CODING,1,1,NC_066586.1,745216,755186
LOC127067050,LOC127067050,sensory neuron membrane protein 2-like,PROTEIN_CODING,1,10,NC_066595.1,2542983,2547087
LOC127067051,LOC127067051,zinc finger protein 768,PROTEIN_CODING,1,10,NC_066595.1,2528679,2542286
LOC127067062,LOC127067062,serine/threonine-protein kinase Warts-like,PROTEIN_CODING,13,10,NC_066595.1,5957037,6099792
LOC127067069,LOC127067069,peptidyl-prolyl cis-trans isomerase 6-like,PROTEIN_CODING,1,10,NC_066595.1,290096,291543
LOC127067073,LOC127067073,"glutamate receptor ionotropic, kainate 2",PROTEIN_CODING,9,10,NC_066595.1,7191522,7316886
LOC127067074,LOC127067074,DNA repair and recombination protein RAD54B-like,PROTEIN_CODING,1,10,NC_066595.1,7110825,7115706
LOC127067094,LOC127067094,progestin and adipoQ receptor family member 3,PROTEIN_CODING,1,10,NC_066595.1,2634231,2642316
LOC127067097,LOC127067097,uncharacterized LOC127067097,PROTEIN_CODING,1,10,NC_066595.1,3146299,3152039
LOC127067100,LOC127067100,galactose mutarotase-like,PROTEIN_CODING,1,10,NC_066595.1,4459736,4461845
LOC127067108,LOC127067108,myb-like protein P,PROTEIN_CODING,5,10,NC_066595.1,1907720,1911503
LOC127067111,LOC127067111,pancreatic triacylglycerol lipase-like,PROTEIN_CODING,1,1,NC_066586.1,705550,708729
LOC127067124,LOC127067124,E3 ubiquitin-protein ligase KCMF1-like,PROTEIN_CODING,2,10,NC_066595.1,6729267,6739652
LOC127067125,LOC127067125,activating signal cointegrator 1 complex subunit 1,PROTEIN_CODING,2,10,NC_066595.1,6785637,6787665
LOC127067136,LOC127067136,deoxyribodipyrimidine photo-lyase,PROTEIN_CODING,2,10,NC_066595.1,886302,888751
LOC127067147,LOC127067147,uncharacterized LOC127067147,PROTEIN_CODING,6,10,NC_066595.1,1635411,1728711
LOC127067158,LOC127067158,serine/threonine-protein kinase PLK1-like,PROTEIN_CODING,2,10,NC_066595.1,7970902,7989257
LOC127067163,LOC127067163,sodium channel protein Nach-like,PROTEIN_CODING,1,10,NC_066595.1,7948682,7950926
LOC127067170,LOC127067170,JNK1/MAPK8-associated membrane protein,PROTEIN_CODING,1,1,NC_066586.1,5966928,5968717
LOC127067174,LOC127067174,"malonyl-CoA decarboxylase, mitochondrial-like",PROTEIN_CODING,2,1,NC_066586.1,10902713,10905271
LOC127067175,LOC127067175,adenylate cyclase type 10-like,PROTEIN_CODING,1,10,NC_066595.1,7900669,7902862
LOC127067180,LOC127067180,triokinase/FMN cyclase-like,PROTEIN_CODING,1,10,NC_066595.1,2752515,2755526
LOC127067183,LOC127067183,regulator of gene activity protein,PROTEIN_CODING,1,1,NC_066586.1,10900142,10902777
LOC127067184,LOC127067184,DDB1- and CUL4-associated factor 11,PROTEIN_CODING,2,10,NC_066595.1,2772425,2777085
LOC127067186,LOC127067186,putative E3 ubiquitin-protein ligase UBR7,PROTEIN_CODING,2,10,NC_066595.1,2785500,2787555
LOC127067189,LOC127067189,ninjurin-A-like,PROTEIN_CODING,1,10,NC_066595.1,2806935,2807808
LOC127067196,LOC127067196,acyl-CoA-binding domain-containing protein 5,PROTEIN_CODING,2,1,NC_066586.1,10883460,10887982
LOC127067212,LOC127067212,mucin-5AC-like,PROTEIN_CODING,4,10,NC_066595.1,4193404,4215532
LOC127067219,LOC127067219,uncharacterized protein PF3D7_1120600,PROTEIN_CODING,1,10,NC_066595.1,6676860,6680933
LOC127067223,LOC127067223,protein gooseberry-like,PROTEIN_CODING,3,10,NC_066595.1,6602550,6621141
LOC127067224,LOC127067224,protein gooseberry-neuro,PROTEIN_CODING,1,10,NC_066595.1,6635982,6649715
LOC127067235,LOC127067235,nucleoside diphosphate kinase 6-like,PROTEIN_CODING,2,10,NC_066595.1,5747728,5749384
LOC127067238,LOC127067238,WD repeat-containing protein 18,PROTEIN_CODING,1,10,NC_066595.1,1533147,1536159
LOC127067261,LOC127067261,histone H3.3A,PROTEIN_CODING,2,1,NC_066586.1,10888078,10890518
LOC127067264,LOC127067264,TOM1-like protein 2,PROTEIN_CODING,4,10,NC_066595.1,8018079,8022696
LOC127067266,LOC127067266,cytidine deaminase-like,PROTEIN_CODING,1,10,NC_066595.1,8022869,8026086
LOC127067267,LOC127067267,GAS2-like protein pickled eggs,PROTEIN_CODING,2,10,NC_066595.1,1749508,1826726
LOC127067270,LOC127067270,histone H3.3A,PROTEIN_CODING,4,1,NC_066586.1,10891930,10893163
LOC127067272,LOC127067272,uncharacterized LOC127067272,PROTEIN_CODING,1,10,NC_066595.1,8455293,8458275
LOC127067273,LOC127067273,NECAP-like protein CG9132,PROTEIN_CODING,1,10,NC_066595.1,8458200,8461040
LOC127067302,LOC127067302,protein nubbin-like,PROTEIN_CODING,4,10,NC_066595.1,7551429,7644819
LOC127067303,LOC127067303,meckelin,PROTEIN_CODING,1,10,NC_066595.1,5709958,5716000
LOC127067305,LOC127067305,chymotrypsin-1-like,PROTEIN_CODING,1,1,NC_066586.1,3820447,3821602
LOC127067317,LOC127067317,aminopeptidase A-like,PROTEIN_CODING,3,10,NC_066595.1,6259681,6265764
LOC127067319,LOC127067319,peptide transporter family 1-like,PROTEIN_CODING,2,10,NC_066595.1,6250438,6258480
LOC127067336,LOC127067336,CD63 antigen-like,PROTEIN_CODING,1,10,NC_066595.1,5674297,5677966
LOC127067343,LOC127067343,zinc finger matrin-type protein CG9776-like,PROTEIN_CODING,1,1,NC_066586.1,14748465,14755721
LOC127067344,LOC127067344,probable E3 ubiquitin-protein ligase makorin-1,PROTEIN_CODING,1,10,NC_066595.1,1320896,1327051
LOC127067349,LOC127067349,zinc finger protein 569-like,PROTEIN_CODING,6,1,NC_066586.1,14741493,14745824
LOC127067351,LOC127067351,protein CNPPD1,PROTEIN_CODING,2,10,NC_066595.1,2722848,2725320
LOC127067362,LOC127067362,sialin-like,PROTEIN_CODING,2,10,NC_066595.1,2362730,2368214
LOC127067370,LOC127067370,venom serine carboxypeptidase,PROTEIN_CODING,1,10,NC_066595.1,24411,26452
LOC127067375,LOC127067375,lanC-like protein 2,PROTEIN_CODING,3,10,NC_066595.1,2840603,2845066
LOC127067397,LOC127067397,U2 small nuclear ribonucleoprotein auxiliary factor 35 kDa subunit-related protein 1,PROTEIN_CODING,3,11,NC_066596.1,600639,603291
LOC127067398,LOC127067398,putative serine protease K12H4.7,PROTEIN_CODING,1,11,NC_066596.1,597689,600487
LOC127067413,LOC127067413,protein GPR107,PROTEIN_CODING,2,11,NC_066596.1,580524,587488
LOC127067416,LOC127067416,tubulin beta-4B chain-like,PROTEIN_CODING,1,11,NC_066596.1,7081659,7083742
LOC127067436,LOC127067436,peptidyl-prolyl cis-trans isomerase E,PROTEIN_CODING,1,1,NC_066586.1,14719174,14720635
LOC127067441,LOC127067441,homeobox protein Nkx-2.4,PROTEIN_CODING,1,1,NC_066586.1,6139350,6162669
LOC127067447,LOC127067447,uncharacterized LOC127067447,PROTEIN_CODING,3,11,NC_066596.1,5951415,5955698
LOC127067450,LOC127067450,probable protein phosphatase CG10417,PROTEIN_CODING,3,11,NC_066596.1,6072133,6080909
LOC127067451,LOC127067451,uncharacterized LOC127067451,PROTEIN_CODING,1,11,NC_066596.1,5791780,5795424
LOC127067463,LOC127067463,leucine-rich repeat flightless-interacting protein 2,PROTEIN_CODING,8,11,NC_066596.1,5757790,5762034
LOC127067469,LOC127067469,putative RNA-binding protein Luc7-like 1,PROTEIN_CODING,4,11,NC_066596.1,5745211,5751332
LOC127067479,LOC127067479,ciliogenesis and planar polarity effector 2-like,PROTEIN_CODING,2,11,NC_066596.1,6986358,6987999
LOC127067494,LOC127067494,discoidin domain-containing receptor 2-like,PROTEIN_CODING,3,11,NC_066596.1,5364224,5422914
LOC127067495,LOC127067495,discoidin domain-containing receptor tyrosine kinase B-like,PROTEIN_CODING,1,11,NC_066596.1,4868616,4961986
LOC127067496,LOC127067496,uncharacterized LOC127067496,PROTEIN_CODING,3,11,NC_066596.1,4862983,4868255
LOC127067502,LOC127067502,uncharacterized LOC127067502,PROTEIN_CODING,3,11,NC_066596.1,3001184,3035295
LOC127067504,LOC127067504,midnolin-A-like,PROTEIN_CODING,3,11,NC_066596.1,3130304,3139724
LOC127067506,LOC127067506,sodium-independent sulfate anion transporter-like,PROTEIN_CODING,3,11,NC_066596.1,3057100,3068582
LOC127067507,LOC127067507,sodium-independent sulfate anion transporter-like,PROTEIN_CODING,1,11,NC_066596.1,3046564,3051964
LOC127067512,LOC127067512,galactokinase-like,PROTEIN_CODING,1,11,NC_066596.1,3068393,3071340
LOC127067516,LOC127067516,lysophospholipase D GDPD1-like,PROTEIN_CODING,2,11,NC_066596.1,3096436,3099686
LOC127067524,LOC127067524,E3 SUMO-protein ligase NSE2-like,PROTEIN_CODING,1,11,NC_066596.1,3120829,3121931
LOC127067525,LOC127067525,"peptidyl-tRNA hydrolase ICT1, mitochondrial",PROTEIN_CODING,1,11,NC_066596.1,3033100,3034339
LOC127067530,LOC127067530,dystrophin,PROTEIN_CODING,8,11,NC_066596.1,7347404,7569019
LOC127067534,LOC127067534,transducin beta-like protein 3,PROTEIN_CODING,1,11,NC_066596.1,7243909,7247708
LOC127067544,LOC127067544,dual specificity protein phosphatase 15,PROTEIN_CODING,4,11,NC_066596.1,7281670,7292971
LOC127067549,LOC127067549,pre-mRNA-splicing factor ISY1 homolog,PROTEIN_CODING,1,1,NC_066586.1,6074217,6077736
LOC127067560,LOC127067560,uncharacterized LOC127067560,PROTEIN_CODING,1,1,NC_066586.1,8625665,8641437
LOC127067563,LOC127067563,uncharacterized LOC127067563,PROTEIN_CODING,1,1,NC_066586.1,8763319,8767993
LOC127067564,LOC127067564,uncharacterized protein DDB_G0283697-like,PROTEIN_CODING,1,11,NC_066596.1,3944852,4011937
LOC127067566,LOC127067566,protein croquemort-like,PROTEIN_CODING,1,11,NC_066596.1,3913136,3922678
LOC127067576,LOC127067576,ribonuclease Oy,PROTEIN_CODING,1,11,NC_066596.1,4024565,4026308
LOC127067578,LOC127067578,histone H2A,PROTEIN_CODING,1,11,NC_066596.1,4028445,4030221
LOC127067586,LOC127067586,ATP-binding cassette subfamily G member 4,PROTEIN_CODING,8,11,NC_066596.1,3260279,3286670
LOC127067589,LOC127067589,ATP-binding cassette sub-family G member 1-like,PROTEIN_CODING,3,11,NC_066596.1,3246555,3258182
LOC127067591,LOC127067591,gem-associated protein 8-like,PROTEIN_CODING,1,11,NC_066596.1,3319914,3321016
LOC127067594,LOC127067594,uncharacterized LOC127067594,PROTEIN_CODING,1,11,NC_066596.1,3153620,3155840
LOC127067595,LOC127067595,40S ribosomal protein S28-like,PROTEIN_CODING,1,11,NC_066596.1,3286705,3287582
LOC127067602,LOC127067602,uncharacterized LOC127067602,PROTEIN_CODING,5,11,NC_066596.1,1331930,1356755
LOC127067606,LOC127067606,uncharacterized LOC127067606,PROTEIN_CODING,1,1,NC_066586.1,6077934,6079219
LOC127067615,LOC127067615,octopamine receptor beta-3R-like,PROTEIN_CODING,12,11,NC_066596.1,1633838,1762805
LOC127067616,LOC127067616,GATA-binding factor A-like,PROTEIN_CODING,6,11,NC_066596.1,1485430,1557724
LOC127067629,LOC127067629,tyrosine-protein kinase-like otk,PROTEIN_CODING,1,11,NC_066596.1,1014185,1086687
LOC127067631,LOC127067631,monocyte to macrophage differentiation factor 2,PROTEIN_CODING,3,1,NC_066586.1,8893139,8897336
LOC127067634,LOC127067634,orthodenticle 1,PROTEIN_CODING,1,11,NC_066596.1,1127453,1184690
LOC127067640,LOC127067640,ESF1 homolog,PROTEIN_CODING,1,11,NC_066596.1,430259,437222
LOC127067650,LOC127067650,leucine-rich repeats and immunoglobulin-like domains protein 3,PROTEIN_CODING,3,11,NC_066596.1,5585495,5591650
LOC127067652,LOC127067652,trehalase,PROTEIN_CODING,9,11,NC_066596.1,5592909,5631008
LOC127067659,LOC127067659,40S ribosomal protein S15Aa,PROTEIN_CODING,2,1,NC_066586.1,8958130,8959405
LOC127067662,LOC127067662,uncharacterized LOC127067662,PROTEIN_CODING,1,11,NC_066596.1,5558579,5559671
LOC127067664,LOC127067664,cytosolic carboxypeptidase 1-like,PROTEIN_CODING,12,11,NC_066596.1,2363548,2430553
LOC127067669,LOC127067669,mitochondrial uncoupling protein 2-like,PROTEIN_CODING,1,11,NC_066596.1,2351980,2363894
LOC127067676,LOC127067676,WD repeat-containing protein 43,PROTEIN_CODING,3,11,NC_066596.1,4761025,4765164
LOC127067681,LOC127067681,BRCA1-associated protein,PROTEIN_CODING,1,11,NC_066596.1,1987887,1990442
LOC127067694,LOC127067694,endoplasmic reticulum transmembrane helix translocase,PROTEIN_CODING,1,11,NC_066596.1,4479403,4485118
LOC127067696,LOC127067696,sodium-coupled monocarboxylate transporter 2-like,PROTEIN_CODING,6,11,NC_066596.1,4487075,4498678
LOC127067703,LOC127067703,trypsin-7-like,PROTEIN_CODING,1,11,NC_066596.1,4309004,4310026
LOC127067708,LOC127067708,neprilysin-like,PROTEIN_CODING,1,11,NC_066596.1,2663099,2740082
LOC127067724,LOC127067724,nucleolar protein 11,PROTEIN_CODING,1,11,NC_066596.1,7152162,7154856
