Orthogroup	Acromyrmex_echinatior.clean	Ancistrocerus_nigricornis.clean	Andrena_flavipes.clean	Anoplius_nigerrimus.clean	Apis_cerana.clean	Apis_dorsata.clean	Apis_florea.clean	Apis_laboriosa.clean	Apis_mellifera.clean	Atta_cephalotes.clean	Belonocnema_kinseyi.clean	Bombus_campestris.clean	Bombus_hortorum.clean	Bombus_hypnorum.clean	Bombus_impatiens.clean	Bombus_lapidarius.clean	Bombus_monticola.clean	Bombus_muscorum.clean	Bombus_pascuorum.clean	Bombus_pratorum.clean	Bombus_sylvestris.clean	Bombus_terrestris.clean	Bombus_vestalis.clean	Buathra_laborator.clean	Caenorhabditis_elegans.clean	Camponotus_floridanus.clean	Ceratina_calcarata.clean	Colletes_latitarsis.clean	Copidosoma_floridanum.clean	Dolichovespula_media.clean	Dolichovespula_saxonica.clean	Dolichovespula_sylvestris.clean	Drosophila_melanogaster.clean	Dufourea_novaeangliae.clean	Eufriesea_mexicana.clean	Gasteruption_jaculator.clean	Habropoda_laboriosa.clean	Halictus_rubicundus.clean	Harpegnathos_saltator.clean	Lasioglossum_calceatum.clean	Lasioglossum_lativentre.clean	Lasioglossum_morio.clean	Linepithema_humile.clean	Macropis_europaea.clean	Megachile_rotundata.clean	Megalopta_genalis.clean	Melipona_bicolor.clean	Melipona_quadrifasciata.clean	Mischocyttarus_mexicanus.clean	Monomorium_pharaonis.clean	Nasonia_vitripennis.clean	Nysson_spinosus.clean	Ooceraea_biroi.clean	Orussus_abietinus.clean	Osmia_bicornis_bicornis.clean	Pemphredon_lugubris.clean	Polistes_canadensis.clean	Polistes_dominula.clean	Polistes_exclamans.clean	Polistes_fuscatus.clean	Solenopsis_invicta.clean	Tetragonisca_angustula.clean	Tiphia_femorata.clean	Tribolium_castaneum.clean	Venturia_canescens.clean	Vespa_crabro.clean	Vespa_mandarinia.clean	Vespa_velutina.clean	Vespula_germanica.clean	Vespula_pensylvanica.clean	Vespula_vulgaris.clean	Xylocopa_sonorina.clean
OG0056769																									CELE_C09G12.17																																															
OG0056770																																				BRAKERXMBG00000019263																																				
OG0056771																																															K0M31_013681																									
OG0056772																										LOC105249236																																														
OG0056773												ENSBCMG00005033918																																																												
OG0056774																																																	M0802_009906																							
OG0056775																					ENSBSYG00000022369																																																			
OG0056776																																															K0M31_019318																									
OG0056777																																																														QLX08_008067										
OG0056778																																				BRAKERXMBG00000008226																																				
OG0056779																				ENSBPTG00005009099																																																				
OG0056780																																																	M0802_013143																							
OG0056781				ENSANGG00005020212																																																																				
OG0056782	LOC105150502																																																																							
OG0056783														ENSBHYG00000024262																																																										
OG0056784																									CELE_T24E12.3																																															
OG0056785											LOC117171792																																																													
OG0056786																									CELE_EEED8.1																																															
OG0056787																																							LOC112589108																																	
OG0056788																																																	M0802_002750																							
OG0056789																																				BRAKERXMBG00000004815																																				
OG0056790																																																	M0802_002600																							
OG0056791																																																WN51_09797																								
OG0056792																																																											M0804_007479													
OG0056793																																																																					ENSVGEG00000006506			
OG0056794																																				BRAKERXMBG00000014297																																				
OG0056795																																				BRAKERXMBG00000000675																																				
OG0056796														ENSBHYG00000022268																																																										
OG0056797																																										ENSLMRG00010006770																														
OG0056798																																												ENSMEOG00010004477																												
OG0056799																									CELE_C18A11.5																																															
OG0056800																														ENSDMDG00010006662																																										
OG0056801																																															K0M31_010198																									
OG0056802																ENSXCVG00005005016																																																								
OG0056803																																									ENSLLVG00000001803																															
OG0056804																															ENSDSXG00000012799																																									
OG0056805																																									ENSLLVG00000009733																															
OG0056806																				ENSBPTG00005002012																																																				
OG0056807																									CELE_F11D11.11																																															
OG0056808																																	Dmel_CG5773																																							
OG0056809																																				BRAKERXMBG00000013075																																				
OG0056810																																																	M0802_016952																							
OG0056811																																																														QLX08_001910										
OG0056812																																				BRAKERXMBG00000007098																																				
OG0056813																																																						LOC105702512																		
OG0056814																																	Dmel_CG42807																																							
OG0056815																																																		LOC105828804																						
OG0056816																																																	M0802_010875																							
OG0056817																	ENSZWKG00000010888																																																							
OG0056818																																																		LOC105839590																						
OG0056819																									CELE_T14G8.6																																															
OG0056820																																				BRAKERXMBG00000004462																																				
OG0056821																																	Dmel_CG34281																																							
OG0056822																																																	M0802_003740																							
OG0056823																																										ENSLMRG00010006484																														
OG0056824																																																											M0804_008976													
OG0056825																																																	M0802_001697																							
OG0056826																																																	M0802_002259																							
OG0056827																																																	M0802_015559																							
OG0056828																																				BRAKERXMBG00000007638																																				
OG0056829																																															K0M31_001901																									
OG0056830																									CELE_M02E1.2																																															
OG0056831																																				BRAKERXMBG00000002414																																				
OG0056832																	ENSZWKG00000000951																																																							
OG0056833			ENSUQBG00000000349																																																																					
OG0056834																				ENSBPTG00005014099																																																				
OG0056835																																				BRAKERXMBG00000017552																																				
OG0056836																																																																					ENSVGEG00000017140			
OG0056837														ENSBHYG00000012201																																																										
OG0056838														ENSBHYG00000025825																																																										
OG0056839																																															K0M31_004680																									
OG0056840																																																																	LOC122408208							
OG0056841				ENSANGG00005020722																																																																				
OG0056842																											LOC108625134																																													
OG0056843																																																																LOC107397681								
OG0056844																																				BRAKERXMBG00000010326																																				
OG0056845																																																			LOC103316481																					
OG0056846												ENSBCMG00005018580																																																												
OG0056847																									CELE_B0207.2																																															
OG0056848																																																	M0802_003896																							
OG0056849																																								ENSBXKG00010000393																																
OG0056850																																																													LOC120359273											
OG0056851																																								ENSBXKG00010001240																																
OG0056852																																																WN51_10813																								
OG0056853																									CELE_M03E7.5																																															
OG0056854																																																	M0802_004581																							
OG0056855		ENSANRG00005009804																																																																						
OG0056856																				ENSBPTG00005012091																																																				
OG0056857																				ENSBPTG00005009251																																																				
OG0056858																																				BRAKERXMBG00000002988																																				
OG0056859			ENSUQBG00000003425																																																																					
OG0056860																																																																	LOC122412289							
OG0056861																									CELE_R12C12.9																																															
OG0056862			ENSUQBG00000009160																																																																					
OG0056863																																															K0M31_007433																									
OG0056864																																					LOC108578307																																			
OG0056865																																															K0M31_010322																									
OG0056866																																																	M0802_009032																							
OG0056867																																															K0M31_002037																									
OG0056868																																										ENSLMRG00010002410																														
OG0056869																																												ENSMEOG00010006734																												
OG0056870																																															K0M31_017009																									
OG0056871																																				BRAKERXMBG00000014530																																				
OG0056872																				ENSBPTG00005017343																																																				
OG0056873																																				BRAKERXMBG00000015480																																				
OG0056874																																																								ENSPLGG00000003032																
OG0056875																											LOC113464329																																													
OG0056876																																				BRAKERXMBG00000002790																																				
OG0056877																																									ENSLLVG00000013161																															
OG0056878																		ENSAMQG00000004024																																																						
OG0056879																																															K0M31_004298																									
OG0056880														ENSBHYG00000022023																																																										
OG0056881																									CELE_C05A2.4																																															
OG0056882																																																WN51_03688																								
OG0056883																																																	M0802_016303																							
OG0056884																																																	M0802_002358																							
OG0056885																																								ENSBXKG00010010077																																
OG0056886																																																											M0804_010711													
OG0056887																																				BRAKERXMBG00000012029																																				
OG0056888																																																																LOC660880								
OG0056889																																															K0M31_003056																									
OG0056890																									CELE_Y116A8C.23																																															
OG0056891																																				BRAKERXMBG00000018788																																				
OG0056892																									CELE_F32H2.3																																															
OG0056893																ENSXCVG00005008775																																																								
OG0056894																																																	M0802_008277																							
OG0056895													ENSBHTG00000018384																																																											
OG0056896																				ENSBPTG00005014649																																																				
OG0056897																																				BRAKERXMBG00000010162																																				
OG0056898																																															K0M31_014463																									
OG0056899																																	Dmel_CG4949																																							
OG0056900																																															K0M31_006353																									
OG0056901											LOC117173267																																																													
OG0056902																																																	M0802_007749																							
OG0056903																																																											M0804_012086													
OG0056904																																										ENSLMRG00010007974																														
OG0056905			ENSUQBG00000007825																																																																					
OG0056906																									CELE_C44F1.5																																															
OG0056907																																									ENSLLVG00000011020																															
OG0056908			ENSUQBG00000008683																																																																					
OG0056909																																	Dmel_CG31798																																							
OG0056910																														ENSDMDG00010006981																																										
OG0056911																																															K0M31_000832																									
OG0056912																																															K0M31_002996																									
OG0056913																																																				ENSNSPG00005002033																				
OG0056914																																				BRAKERXMBG00000004326																																				
OG0056915																		ENSAMQG00000014493																																																						
OG0056916																																																											M0804_003434													
OG0056917																										LOC105259342																																														
OG0056918																																																			LOC103317884																					
OG0056919																																				BRAKERXMBG00000010812																																				
OG0056920																									CELE_R12H7.4																																															
OG0056921																									CELE_T24H7.4																																															
OG0056922																																								ENSBXKG00010013502																																
OG0056923																																																											M0804_011919													
OG0056924																															ENSDSXG00000006954																																									
OG0056925																																																WN51_11873																								
OG0056926																																										ENSLMRG00010012040																														
OG0056927																		ENSAMQG00000012080																																																						
OG0056928																																															K0M31_016477																									
OG0056929																																															K0M31_002033																									
OG0056930																																																	M0802_005732																							
OG0056931																	ENSZWKG00000015084																																																							
OG0056932				ENSANGG00005020459																																																																				
OG0056933																																															K0M31_001535																									
OG0056934											LOC117171569																																																													
OG0056935																																																WN51_04088																								
OG0056936																																																WN51_02117																								
OG0056937																																																	M0802_007359																							
OG0056938																									CELE_R12B2.13																																															
OG0056939																									CELE_C49F8.14																																															
OG0056940																																				BRAKERXMBG00000006284																																				
OG0056941																																				BRAKERXMBG00000016234																																				
OG0056942																																				BRAKERXMBG00000009084																																				
OG0056943														ENSBHYG00000022473																																																										
OG0056944																																				BRAKERXMBG00000015830																																				
OG0056945																																																						LOC105700099																		
OG0056946														ENSBHYG00000023649																																																										
OG0056947																																											LOC137001108																													
OG0056948																																				BRAKERXMBG00000008493																																				
OG0056949																																				BRAKERXMBG00000011056																																				
OG0056950			ENSUQBG00000006013																																																																					
OG0056951																																																		LOC118648724																						
OG0056952																																																																		LOC124424542						
OG0056953																																																											M0804_006002													
OG0056954																																																	M0802_014605																							
OG0056955			ENSUQBG00000001294																																																																					
OG0056956																																																																							LOC127071233	
OG0056957												ENSBCMG00005020882																																																												
OG0056958																					ENSBSYG00000017349																																																			
OG0056959														ENSBHYG00000024511																																																										
OG0056960												ENSBCMG00005020894																																																												
OG0056961																																																																					ENSVGEG00000008240			
OG0056962																				ENSBPTG00005016975																																																				
OG0056963			ENSUQBG00000000265																																																																					
OG0056964																																																WN51_08933																								
OG0056965			ENSUQBG00000012370																																																																					
OG0056966																																															K0M31_010424																									
OG0056967																																				BRAKERXMBG00000003038																																				
OG0056968																																																			LOC100679129																					
OG0056969																																															K0M31_017161																									
OG0056970																					ENSBSYG00000021710																																																			
OG0056971																									CELE_Y45F10C.6																																															
OG0056972																									CELE_C33G3.6																																															
OG0056973																																															K0M31_012551																									
OG0056974																																																																					ENSVGEG00000003392			
OG0056975																									CELE_Y57G7A.11																																															
OG0056976																																															K0M31_004593																									
OG0056977																																																	M0802_004437																							
OG0056978																														ENSDMDG00010001576																																										
OG0056979																																																WN51_07386																								
OG0056980																		ENSAMQG00000012982																																																						
OG0056981																																																WN51_05123																								
OG0056982																									CELE_T26C12.3																																															
OG0056983																																																																					ENSVGEG00000008461			
OG0056984																																				BRAKERXMBG00000018460																																				
OG0056985				ENSANGG00005018944																																																																				
OG0056986			ENSUQBG00000011562																																																																					
OG0056987																																								ENSBXKG00010002448																																
OG0056988																																								ENSBXKG00010000213																																
OG0056989																																																WN51_05978																								
OG0056990												ENSBCMG00005021526																																																												
OG0056991																									CELE_C45G9.8																																															
OG0056992				ENSANGG00005018049																																																																				
OG0056993																																									ENSLLVG00000007343																															
OG0056994																																															K0M31_003814																									
OG0056995																																								ENSBXKG00010005009																																
OG0056996	LOC105146856																																																																							
OG0056997																																															K0M31_013997																									
OG0056998																																																											M0804_009346													
OG0056999																									CELE_C44C11.6																																															
OG0057000																																															K0M31_002771																									
OG0057001																																										ENSLMRG00010009757																														
OG0057002							LOC105734847																																																																	
OG0057003																																															K0M31_000714																									
OG0057004																																																																LOC135265377								
OG0057005																																								ENSBXKG00010009832																																
OG0057006																									CELE_C50F4.1																																															
OG0057007																																																				ENSNSPG00005012927																				
OG0057008																																																													LOC120359560											
OG0057009												ENSBCMG00005034376																																																												
OG0057010																																								ENSBXKG00010012237																																
OG0057011																																												ENSMEOG00010006562																												
OG0057012																													LOC106646129																																											
OG0057013																																																														QLX08_007991										
OG0057014																							ENSQDAG00000007438																																																	
OG0057015																																															K0M31_011764																									
OG0057016																																																															ENSTFMG00005000851									
OG0057017																																																											M0804_002802													
OG0057018																																						LOC143362775																																		
OG0057019																																	Dmel_CG13066																																							
OG0057020									LOC113219210																																																															
OG0057021																																																															ENSTFMG00005003472									
OG0057022																																	Dmel_CG12143																																							
OG0057023														ENSBHYG00000016172																																																										
OG0057024												ENSBCMG00005021221																																																												
OG0057025																																															K0M31_002924																									
OG0057026																																															K0M31_016857																									
OG0057027																		ENSAMQG00000006805																																																						
OG0057028																																																				ENSNSPG00005008592																				
OG0057029																																								ENSBXKG00010008895																																
OG0057030																																								ENSBXKG00010001601																																
OG0057031													ENSBHTG00000010062																																																											
OG0057032																																	Dmel_CG12828																																							
OG0057033			ENSUQBG00000003423																																																																					
OG0057034																																																											M0804_013362													
OG0057035																																																											M0804_005947													
OG0057036																																				BRAKERXMBG00000006343																																				
OG0057037																																																WN51_07658																								
OG0057038			ENSUQBG00000005580																																																																					
OG0057039																																																WN51_11564																								
OG0057040																																																											M0804_005933													
OG0057041																									CELE_F20C5.11																																															
OG0057042																									CELE_ZK829.3																																															
OG0057043																																			LOC108545495																																					
OG0057044																									CELE_R08C7.5																																															
OG0057045																									CELE_Y38H8A.1																																															
OG0057046																								ENSBLBG00005000090																																																
OG0057047																																																	M0802_008751																							
OG0057048																					ENSBSYG00000012109																																																			
OG0057049																																	Dmel_CG31813																																							
OG0057050			ENSUQBG00000016194																																																																					
OG0057051																									CELE_F46F11.6																																															
OG0057052																				ENSBPTG00005016919																																																				
OG0057053																																																											M0804_006210													
OG0057054																																																WN51_05029																								
OG0057055																					ENSBSYG00000019140																																																			
OG0057056																																				BRAKERXMBG00000003285																																				
OG0057057																									CELE_C53B7.1																																															
OG0057058																																																																					ENSVGEG00000014578			
OG0057059																																																																	LOC122413283							
OG0057060																								ENSBLBG00005007573																																																
OG0057061																																															K0M31_003053																									
OG0057062																																																	M0802_002074																							
OG0057063											LOC117170569																																																													
OG0057064																																																													LOC120357521											
OG0057065																																																WN51_01751																								
OG0057066																									CELE_Y113G7A.10																																															
OG0057067																																																	M0802_002112																							
OG0057068																																															K0M31_019425																									
OG0057069																															ENSDSXG00000005608																																									
OG0057070																	ENSZWKG00000013408																																																							
OG0057071																									CELE_C41H7.2																																															
OG0057072																																																	M0802_000176																							
OG0057073																									CELE_T05A8.7																																															
OG0057074																																																WN51_12954																								
OG0057075																							ENSQDAG00000005159																																																	
OG0057076																																																	M0802_014227																							
OG0057077							LOC116415434																																																																	
OG0057078																																				BRAKERXMBG00000012146																																				
OG0057079																																								ENSBXKG00010013879																																
OG0057080																																																													LOC120357927											
OG0057081																					ENSBSYG00000005775																																																			
OG0057082																																												ENSMEOG00010009765																												
OG0057083																									CELE_K10D3.6																																															
OG0057084																																	Dmel_CG46429																																							
OG0057085																																	Dmel_CG18649																																							
OG0057086													ENSBHTG00000003450																																																											
OG0057087																																				BRAKERXMBG00000005138																																				
OG0057088												ENSBCMG00005039178																																																												
OG0057089																																								ENSBXKG00010005433																																
OG0057090																																				BRAKERXMBG00000016239																																				
OG0057091																																															K0M31_017679																									
OG0057092																																						LOC143365459																																		
OG0057093																																																											M0804_000095													
OG0057094																																															K0M31_018648																									
OG0057095																																				BRAKERXMBG00000012546																																				
OG0057096																																								ENSBXKG00010002009																																
OG0057097																																															K0M31_004758																									
OG0057098																																															K0M31_012268																									
OG0057099																																																			LOC100116942																					
OG0057100																															ENSDSXG00000004041																																									
OG0057101																					ENSBSYG00000022414																																																			
OG0057102																																																WN51_01955																								
OG0057103																																																WN51_12559																								
OG0057104																																	Dmel_CG7714																																							
OG0057105																									CELE_K09H11.6																																															
OG0057106																																			LOC108545802																																					
OG0057107																																																	M0802_016064																							
OG0057108			ENSUQBG00000001628																																																																					
OG0057109																																															K0M31_000901																									
OG0057110																																																														QLX08_006029										
OG0057111																									CELE_C01G10.4																																															
OG0057112																																															K0M31_014015																									
OG0057113																									CELE_C18E9.5																																															
OG0057114																																																				ENSNSPG00005005317																				
OG0057115																																				BRAKERXMBG00000013595																																				
OG0057116			ENSUQBG00000016124																																																																					
OG0057117																					ENSBSYG00000019969																																																			
OG0057118																																																																					ENSVGEG00000003126			
OG0057119																																								ENSBXKG00010012978																																
OG0057120																									CELE_C33A12.17																																															
OG0057121																									CELE_F19B10.5																																															
OG0057122																																															K0M31_011737																									
OG0057123																																																																					ENSVGEG00000010221			
OG0057124																																																WN51_10508																								
OG0057125																																				BRAKERXMBG00000001420																																				
OG0057126																																																WN51_06251																								
OG0057127																																																																					ENSVGEG00000015803			
OG0057128																																				BRAKERXMBG00000007862																																				
OG0057129																																									ENSLLVG00000012885																															
OG0057130																																																											M0804_004964													
OG0057131																																								ENSBXKG00010010580																																
OG0057132																																				BRAKERXMBG00000015868																																				
OG0057133														ENSBHYG00000020422																																																										
OG0057134																									CELE_Y18D10A.11																																															
OG0057135																																																													LOC113005152											
OG0057136																																				BRAKERXMBG00000008615																																				
OG0057137																																																WN51_11984																								
OG0057138																																																																LOC661699								
OG0057139	LOC105145658																																																																							
OG0057140																																																	M0802_004394																							
OG0057141																								ENSBLBG00005004619																																																
OG0057142																																																	M0802_016724																							
OG0057143																																																											M0804_008978													
OG0057144																																				BRAKERXMBG00000017013																																				
OG0057145				ENSANGG00005019551																																																																				
OG0057146																																									ENSLLVG00000009425																															
OG0057147																																																	M0802_016287																							
OG0057148																																																	M0802_002683																							
OG0057149																																															K0M31_015645																									
OG0057150																																																	M0802_008342																							
OG0057151																																																WN51_08761																								
OG0057152			ENSUQBG00000011218																																																																					
OG0057153																																ENSDSYG00005004189																																								
OG0057154																																																WN51_11262																								
OG0057155																																																WN51_06197																								
OG0057156			ENSUQBG00000007608																																																																					
OG0057157																	ENSZWKG00000001806																																																							
OG0057158																																												ENSMEOG00010005134																												
OG0057159																																															K0M31_019316																									
OG0057160																																																														QLX08_000036										
OG0057161																																																											M0804_003595													
OG0057162																																				BRAKERXMBG00000017944																																				
OG0057163																																																																					ENSVGEG00000004949			
OG0057164																																															K0M31_003844																									
OG0057165																																															K0M31_008655																									
OG0057166																																	Dmel_CG42478																																							
OG0057167																																																											M0804_008888													
OG0057168																																										ENSLMRG00010013896																														
OG0057169																																																																					ENSVGEG00000011752			
OG0057170																																															K0M31_015120																									
OG0057171																																										ENSLMRG00010007875																														
OG0057172																																												ENSMEOG00010007169																												
OG0057173																																															K0M31_012411																									
OG0057174																													LOC106639210																																											
OG0057175																																																								ENSPLGG00000007204																
OG0057176			ENSUQBG00000010105																																																																					
OG0057177																																																WN51_05035																								
OG0057178			ENSUQBG00000000307																																																																					
OG0057179																																								ENSBXKG00010000998																																
OG0057180				ENSANGG00005020883																																																																				
OG0057181																																																																								LOC143427969
OG0057182																															ENSDSXG00000009338																																									
OG0057183																																				BRAKERXMBG00000007967																																				
OG0057184											LOC117178896																																																													
OG0057185																																								ENSBXKG00010006726																																
OG0057186																																																											M0804_006768													
OG0057187																																				BRAKERXMBG00000001309																																				
OG0057188																																				BRAKERXMBG00000013102																																				
OG0057189																									CELE_T22C1.12																																															
OG0057190																																				BRAKERXMBG00000001601																																				
OG0057191																																																WN51_12542																								
OG0057192			ENSUQBG00000007468																																																																					
OG0057193																																				BRAKERXMBG00000002095																																				
OG0057194																																																	M0802_010183																							
OG0057195																									CELE_F53H2.3																																															
OG0057196																																																	M0802_016567																							
OG0057197																									CELE_W04G5.13																																															
OG0057198																																				BRAKERXMBG00000012769																																				
OG0057199																																																WN51_00095																								
OG0057200																																																WN51_03438																								
OG0057201											LOC117179113																																																													
OG0057202																																																	M0802_006356																							
OG0057203																																				BRAKERXMBG00000010856																																				
OG0057204																																															K0M31_010394																									
OG0057205																																				BRAKERXMBG00000012520																																				
OG0057206																																															K0M31_007631																									
OG0057207																														ENSDMDG00010002982																																										
OG0057208																																																											M0804_012102													
OG0057209																																	Dmel_CG44434																																							
OG0057210																																				BRAKERXMBG00000016261																																				
OG0057211																									CELE_C32E12.3																																															
OG0057212		ENSANRG00005005944																																																																						
OG0057213																																																																LOC660916								
OG0057214			ENSUQBG00000007594																																																																					
OG0057215																																				BRAKERXMBG00000012442																																				
OG0057216			ENSUQBG00000014628																																																																					
OG0057217																																															K0M31_018400																									
OG0057218																																															K0M31_009528																									
OG0057219																																																																LOC107399227								
OG0057220																																																											M0804_014121													
OG0057221																																	Dmel_CG9837																																							
OG0057222																																															K0M31_013764																									
OG0057223													ENSBHTG00000014725																																																											
OG0057224																																				BRAKERXMBG00000012653																																				
OG0057225			ENSUQBG00000012733																																																																					
OG0057226																									CELE_T24F1.7																																															
OG0057227																									CELE_F58E6.11																																															
OG0057228																											LOC113464170																																													
OG0057229																																															K0M31_006169																									
OG0057230																																																WN51_08486																								
OG0057231												ENSBCMG00005030828																																																												
OG0057232			ENSUQBG00000011901																																																																					
