#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
XP_015171019.1|gene=LOC107063625|XP_015171019.1	103372.F4WUL3	2.11e-155	465.0	KOG4197@1|root,KOG4197@2759|Eukaryota,38DHC@33154|Opisthokonta,3BFSV@33208|Metazoa,3CZD4@33213|Bilateria,41WTT@6656|Arthropoda,3SJUB@50557|Insecta,46G6D@7399|Hymenoptera	33208|Metazoa	S	Pentacotripeptide-repeat region of PRORP	PTCD1	GO:0000049,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0004518,GO:0004519,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005759,GO:0006139,GO:0006396,GO:0006399,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016787,GO:0016788,GO:0031123,GO:0031974,GO:0034470,GO:0034641,GO:0034660,GO:0042780,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043412,GO:0043628,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0046483,GO:0070013,GO:0071704,GO:0090304,GO:0090305,GO:0097159,GO:1901360,GO:1901363	-	ko:K02130,ko:K17710	ko00190,ko01100,ko04714,map00190,map01100,map04714	M00158	-	-	ko00000,ko00001,ko00002,ko03016,ko03029	3.A.2.1	-	-	PPR,PPR_2,PPR_3
XP_015171020.1|gene=LOC107063626|XP_015171020.1	132113.XP_003491268.1	1.3e-174	510.0	28PUT@1|root,2QWHD@2759|Eukaryota,38EA4@33154|Opisthokonta,3BMU4@33208|Metazoa,3CZSB@33213|Bilateria,420QI@6656|Arthropoda,3SP2M@50557|Insecta,46MFA@7399|Hymenoptera	33208|Metazoa	S	piggyBac transposable element-derived protein 4-like	-	-	-	-	-	-	-	-	-	-	-	-	DDE_Tnp_1_7
XP_015171021.1|gene=LOC107063627|XP_015171021.1	7460.GB40764-PA	0.0	1433.0	KOG3689@1|root,KOG3689@2759|Eukaryota,38GAT@33154|Opisthokonta,3BBX7@33208|Metazoa,3CSNE@33213|Bilateria,41X6A@6656|Arthropoda,3SKFI@50557|Insecta,46EHB@7399|Hymenoptera	33208|Metazoa	T	3'5'-cyclic nucleotide phosphodiesterase	PDE7B	GO:0003674,GO:0003824,GO:0004112,GO:0004114,GO:0004115,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006163,GO:0006195,GO:0006198,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0007154,GO:0007165,GO:0007186,GO:0007267,GO:0007268,GO:0008081,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009117,GO:0009150,GO:0009154,GO:0009166,GO:0009187,GO:0009214,GO:0009259,GO:0009261,GO:0009987,GO:0016787,GO:0016788,GO:0018130,GO:0019438,GO:0019439,GO:0019637,GO:0019693,GO:0019932,GO:0019933,GO:0019935,GO:0023052,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0035556,GO:0042578,GO:0043167,GO:0043169,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046058,GO:0046434,GO:0046483,GO:0046700,GO:0046872,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0055086,GO:0065007,GO:0071704,GO:0072521,GO:0072523,GO:0098916,GO:0099536,GO:0099537,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901565,GO:1901575,GO:1901576	3.1.4.53	ko:K13293,ko:K18436	ko00230,ko04024,ko05032,map00230,map04024,map05032	-	R00191	RC00296	ko00000,ko00001,ko01000	-	-	-	PDEase_I
XP_015171025.1|gene=LOC107063629|XP_015171025.1	7460.GB49268-PA	0.0	1269.0	KOG1052@1|root,KOG1052@2759|Eukaryota,38BIY@33154|Opisthokonta,3B9S8@33208|Metazoa,3CTGU@33213|Bilateria,41UPI@6656|Arthropoda,3SQ9S@50557|Insecta,46KUU@7399|Hymenoptera	33208|Metazoa	EPT	Eukaryotic homologues of bacterial periplasmic substrate binding proteins.	-	GO:0001505,GO:0003008,GO:0003674,GO:0004888,GO:0004970,GO:0005215,GO:0005216,GO:0005230,GO:0005231,GO:0005234,GO:0005261,GO:0005262,GO:0005267,GO:0005272,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006355,GO:0006357,GO:0006810,GO:0006811,GO:0006812,GO:0006813,GO:0006814,GO:0006816,GO:0007154,GO:0007165,GO:0007166,GO:0007215,GO:0007267,GO:0007268,GO:0007274,GO:0007275,GO:0007399,GO:0008066,GO:0008104,GO:0008150,GO:0008324,GO:0008328,GO:0009889,GO:0009966,GO:0009987,GO:0010468,GO:0010556,GO:0010646,GO:0010647,GO:0015075,GO:0015077,GO:0015079,GO:0015081,GO:0015085,GO:0015267,GO:0015276,GO:0015277,GO:0015318,GO:0015672,GO:0016020,GO:0016021,GO:0016043,GO:0019219,GO:0019222,GO:0019722,GO:0019932,GO:0021700,GO:0022803,GO:0022824,GO:0022834,GO:0022835,GO:0022836,GO:0022838,GO:0022839,GO:0022849,GO:0022857,GO:0022890,GO:0023051,GO:0023052,GO:0023056,GO:0030001,GO:0030510,GO:0030594,GO:0031224,GO:0031226,GO:0031323,GO:0031326,GO:0031594,GO:0032501,GO:0032502,GO:0032879,GO:0032991,GO:0033036,GO:0034220,GO:0034702,GO:0035235,GO:0035249,GO:0035556,GO:0035725,GO:0038023,GO:0042391,GO:0043226,GO:0043235,GO:0044425,GO:0044456,GO:0044459,GO:0044464,GO:0045184,GO:0045202,GO:0046873,GO:0046928,GO:0048518,GO:0048522,GO:0048583,GO:0048731,GO:0048856,GO:0050789,GO:0050794,GO:0050803,GO:0050804,GO:0050806,GO:0050808,GO:0050877,GO:0050896,GO:0051046,GO:0051049,GO:0051171,GO:0051179,GO:0051234,GO:0051252,GO:0051588,GO:0051716,GO:0055085,GO:0060025,GO:0060074,GO:0060078,GO:0060079,GO:0060089,GO:0060255,GO:0060341,GO:0065007,GO:0065008,GO:0070588,GO:0070838,GO:0071804,GO:0071805,GO:0071840,GO:0071944,GO:0072511,GO:0080090,GO:0090092,GO:0090287,GO:0097482,GO:0098655,GO:0098660,GO:0098662,GO:0098794,GO:0098796,GO:0098797,GO:0098802,GO:0098878,GO:0098916,GO:0098975,GO:0099094,GO:0099177,GO:0099536,GO:0099537,GO:0099565,GO:0099572,GO:0099604,GO:1900073,GO:1900075,GO:1902495,GO:1903506,GO:1903530,GO:1905114,GO:1990351,GO:2000112,GO:2001141	-	ko:K05313	-	-	-	-	ko00000,ko04040	1.A.10.1.14,1.A.10.1.15,1.A.10.1.16,1.A.10.1.17	-	-	ANF_receptor,Lig_chan,Lig_chan-Glu_bd,SBP_bac_3
XP_015171022.1|gene=LOC107063630|XP_015171022.1	7460.GB45224-PA	6.67e-59	203.0	2FJ62@1|root,2TKM7@2759|Eukaryota,39HQG@33154|Opisthokonta,3CMI6@33208|Metazoa,3E356@33213|Bilateria,42C9S@6656|Arthropoda,3SX0U@50557|Insecta,46M6I@7399|Hymenoptera	33208|Metazoa	T	7tm Odorant receptor	-	-	-	ko:K08471	-	-	-	-	ko00000,ko04030	-	-	-	7tm_6
XP_015171023.1|gene=LOC107063631|XP_015171023.1	132113.XP_003492251.1	9.98e-263	745.0	COG0308@1|root,KOG1046@2759|Eukaryota,38CFG@33154|Opisthokonta,3BD0T@33208|Metazoa,3CUKR@33213|Bilateria,41U5T@6656|Arthropoda,3SK91@50557|Insecta,46HH3@7399|Hymenoptera	33208|Metazoa	EO	ERAP1-like C-terminal domain	ENPEP	GO:0001525,GO:0001568,GO:0001655,GO:0001822,GO:0001944,GO:0001990,GO:0001991,GO:0002002,GO:0002003,GO:0003008,GO:0003013,GO:0003044,GO:0003073,GO:0003081,GO:0003674,GO:0003824,GO:0004177,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0005887,GO:0005903,GO:0006403,GO:0006508,GO:0006518,GO:0006725,GO:0006807,GO:0006810,GO:0006928,GO:0007154,GO:0007267,GO:0007275,GO:0008015,GO:0008150,GO:0008152,GO:0008217,GO:0008233,GO:0008235,GO:0008237,GO:0008238,GO:0008270,GO:0008283,GO:0009056,GO:0009653,GO:0009897,GO:0009986,GO:0009987,GO:0010467,GO:0010817,GO:0012506,GO:0015931,GO:0016020,GO:0016021,GO:0016324,GO:0016477,GO:0016485,GO:0016486,GO:0016787,GO:0019538,GO:0023052,GO:0031090,GO:0031224,GO:0031226,GO:0031410,GO:0031974,GO:0031982,GO:0031983,GO:0032501,GO:0032502,GO:0032835,GO:0033036,GO:0033218,GO:0033227,GO:0034641,GO:0035239,GO:0035295,GO:0040011,GO:0042277,GO:0042445,GO:0043167,GO:0043169,GO:0043170,GO:0043171,GO:0043226,GO:0043227,GO:0043229,GO:0043233,GO:0043603,GO:0044237,GO:0044238,GO:0044248,GO:0044422,GO:0044424,GO:0044425,GO:0044444,GO:0044459,GO:0044464,GO:0045177,GO:0046872,GO:0046914,GO:0048513,GO:0048514,GO:0048646,GO:0048731,GO:0048856,GO:0048870,GO:0050657,GO:0050658,GO:0050886,GO:0051179,GO:0051234,GO:0051236,GO:0051604,GO:0051674,GO:0065007,GO:0065008,GO:0070006,GO:0070011,GO:0071702,GO:0071704,GO:0071705,GO:0071944,GO:0072001,GO:0072006,GO:0072358,GO:0072359,GO:0097708,GO:0098552,GO:0098590,GO:0098862,GO:0140096,GO:1901564,GO:1901565,GO:1901575	3.4.11.7	ko:K11141	ko04614,map04614	-	-	-	ko00000,ko00001,ko01000,ko01002,ko04090,ko04147	-	-	-	ERAP1_C,Peptidase_M1
XP_015171024.1|gene=LOC107063632|XP_015171024.1	7460.GB49580-PA	9.95e-91	273.0	2D714@1|root,2T3SM@2759|Eukaryota,38XKH@33154|Opisthokonta,3C5NF@33208|Metazoa,3E3TN@33213|Bilateria,424ME@6656|Arthropoda,3SUHA@50557|Insecta,46MDR@7399|Hymenoptera	33208|Metazoa	U	Synaptobrevin	-	-	-	-	-	-	-	-	-	-	-	-	Synaptobrevin
XP_015171026.1|gene=LOC107063633|XP_015171026.1	12957.ACEP23099-PA	1.75e-154	448.0	2E31U@1|root,2SA71@2759|Eukaryota,3AE40@33154|Opisthokonta,3BW1U@33208|Metazoa,3DC7C@33213|Bilateria,421NE@6656|Arthropoda,3SPQR@50557|Insecta,46F90@7399|Hymenoptera	33208|Metazoa	-	-	-	-	-	ko:K02602	ko04114,ko04320,ko04914,map04114,map04320,map04914	-	-	-	ko00000,ko00001,ko03019	-	-	-	-
XP_015171027.1|gene=LOC107063634|XP_015171027.1	103372.F4W953	2.15e-233	655.0	COG5023@1|root,KOG1375@2759|Eukaryota,38DNX@33154|Opisthokonta,3BFQA@33208|Metazoa,3D0MJ@33213|Bilateria,41X8S@6656|Arthropoda,3SKDR@50557|Insecta,46DQ5@7399|Hymenoptera	33208|Metazoa	Z	Tubulin/FtsZ family, GTPase domain	TUBE1	GO:0000166,GO:0000226,GO:0000242,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0003924,GO:0005198,GO:0005200,GO:0005488,GO:0005525,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005813,GO:0005815,GO:0005856,GO:0005874,GO:0006996,GO:0007010,GO:0007017,GO:0007049,GO:0007098,GO:0008150,GO:0009987,GO:0015630,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0019001,GO:0022402,GO:0031023,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044422,GO:0044424,GO:0044430,GO:0044444,GO:0044446,GO:0044450,GO:0044464,GO:0071840,GO:0097159,GO:0097367,GO:0099080,GO:0099081,GO:0099512,GO:0099513,GO:1901265,GO:1901363	-	ko:K10391	-	-	-	-	ko00000,ko03036,ko04812	-	-	-	Tubulin,Tubulin_C
XP_015171029.1|gene=LOC107063636|XP_015171029.1	132113.XP_003486997.1	4.4e-107	348.0	28KCS@1|root,2QSTP@2759|Eukaryota,38D3C@33154|Opisthokonta,3BCVI@33208|Metazoa,3CRJ8@33213|Bilateria,41X61@6656|Arthropoda,3SFYH@50557|Insecta,46GGK@7399|Hymenoptera	33208|Metazoa	S	Protein unc-80 homolog	unc-80	GO:0003674,GO:0005215,GO:0005216,GO:0005261,GO:0005575,GO:0005623,GO:0006810,GO:0006811,GO:0006812,GO:0007610,GO:0007622,GO:0007623,GO:0007626,GO:0008150,GO:0008324,GO:0015075,GO:0015267,GO:0015318,GO:0016020,GO:0016021,GO:0022803,GO:0022838,GO:0022857,GO:0022890,GO:0030424,GO:0031224,GO:0032991,GO:0034220,GO:0034702,GO:0034703,GO:0040012,GO:0040017,GO:0042221,GO:0042493,GO:0042592,GO:0042995,GO:0043005,GO:0044425,GO:0044464,GO:0045475,GO:0048511,GO:0048512,GO:0048518,GO:0048878,GO:0050789,GO:0050801,GO:0050896,GO:0051179,GO:0051234,GO:0055080,GO:0055085,GO:0065007,GO:0065008,GO:0097458,GO:0098655,GO:0098796,GO:0120025,GO:1902495,GO:1990351	-	-	-	-	-	-	-	-	-	-	UNC80
XP_015171030.1|gene=LOC107063637|XP_015171030.1	7460.GB49226-PA	1.17e-95	290.0	KOG4234@1|root,KOG4234@2759|Eukaryota,38H74@33154|Opisthokonta,3BB7Y@33208|Metazoa,3CUMJ@33213|Bilateria,41Z1E@6656|Arthropoda,3SM55@50557|Insecta,46IFT@7399|Hymenoptera	33208|Metazoa	S	Tetratricopeptide repeat	TTC1	GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005829,GO:0006457,GO:0006605,GO:0006626,GO:0006810,GO:0006839,GO:0006886,GO:0006996,GO:0007005,GO:0008104,GO:0008150,GO:0009987,GO:0015031,GO:0015833,GO:0016043,GO:0033036,GO:0033365,GO:0034613,GO:0042886,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464,GO:0045184,GO:0046907,GO:0051082,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0070585,GO:0070727,GO:0071702,GO:0071705,GO:0071840,GO:0072594,GO:0072655	-	-	-	-	-	-	-	-	-	-	TPR_1,TPR_2,TPR_8
XP_015171031.1|gene=LOC107063638|XP_015171031.1	103372.F4WCE4	1.68e-140	408.0	KOG4511@1|root,KOG4511@2759|Eukaryota,39R2N@33154|Opisthokonta,3BCRN@33208|Metazoa,3CVUI@33213|Bilateria,41YUV@6656|Arthropoda,3SMFK@50557|Insecta,46F52@7399|Hymenoptera	33208|Metazoa	S	The ARF-like 2 binding protein BART	CFAP36	GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005929,GO:0006996,GO:0008150,GO:0009987,GO:0016043,GO:0022607,GO:0030030,GO:0030031,GO:0031514,GO:0035869,GO:0042995,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044085,GO:0044422,GO:0044424,GO:0044441,GO:0044463,GO:0044464,GO:0044782,GO:0047485,GO:0060271,GO:0070925,GO:0071840,GO:0097546,GO:0120025,GO:0120031,GO:0120036,GO:0120038	-	-	-	-	-	-	-	-	-	-	ARL2_Bind_BART
XP_015171032.1|gene=LOC107063639|XP_015171032.1	132113.XP_003484502.1	1e-170	485.0	COG5154@1|root,KOG2971@2759|Eukaryota,38EW3@33154|Opisthokonta,3BC6E@33208|Metazoa,3CXCQ@33213|Bilateria,41WAN@6656|Arthropoda,3SHXQ@50557|Insecta,46G2J@7399|Hymenoptera	33208|Metazoa	J	Brix	BRIX1	GO:0000027,GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005730,GO:0006996,GO:0008150,GO:0009987,GO:0016043,GO:0019843,GO:0022607,GO:0022613,GO:0022618,GO:0031974,GO:0031981,GO:0034622,GO:0042254,GO:0042255,GO:0042273,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043933,GO:0044085,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0065003,GO:0070013,GO:0070925,GO:0071826,GO:0071840,GO:0097159,GO:1901363	-	ko:K06134,ko:K14820	ko00130,ko01100,ko01110,map00130,map01100,map01110	M00128	R04984,R08775	RC01254	ko00000,ko00001,ko00002,ko01000,ko03009	-	-	-	Brix
XP_015171037.1|gene=LOC107063640|XP_015171037.1	7460.GB49273-PA	0.0	1607.0	KOG1052@1|root,KOG1052@2759|Eukaryota,38BIY@33154|Opisthokonta,3B9S8@33208|Metazoa,3CTGU@33213|Bilateria,41UPI@6656|Arthropoda,3SKFN@50557|Insecta,46KGT@7399|Hymenoptera	33208|Metazoa	EPT	Eukaryotic homologues of bacterial periplasmic substrate binding proteins.	-	GO:0003008,GO:0003674,GO:0004888,GO:0004970,GO:0005215,GO:0005216,GO:0005230,GO:0005231,GO:0005234,GO:0005261,GO:0005262,GO:0005267,GO:0005272,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0006813,GO:0006814,GO:0006816,GO:0006873,GO:0006874,GO:0006875,GO:0007154,GO:0007165,GO:0007166,GO:0007204,GO:0007215,GO:0007267,GO:0007268,GO:0008066,GO:0008150,GO:0008324,GO:0009987,GO:0010646,GO:0010647,GO:0015075,GO:0015077,GO:0015079,GO:0015081,GO:0015085,GO:0015267,GO:0015276,GO:0015277,GO:0015318,GO:0015672,GO:0016020,GO:0019722,GO:0019725,GO:0019932,GO:0022803,GO:0022824,GO:0022834,GO:0022835,GO:0022836,GO:0022838,GO:0022839,GO:0022849,GO:0022857,GO:0022890,GO:0023051,GO:0023052,GO:0023056,GO:0030001,GO:0030003,GO:0030594,GO:0032501,GO:0034220,GO:0035235,GO:0035556,GO:0035725,GO:0038023,GO:0042391,GO:0042592,GO:0044456,GO:0044464,GO:0045202,GO:0046873,GO:0048518,GO:0048522,GO:0048786,GO:0048878,GO:0050789,GO:0050794,GO:0050801,GO:0050803,GO:0050804,GO:0050806,GO:0050877,GO:0050896,GO:0051179,GO:0051234,GO:0051480,GO:0051641,GO:0051649,GO:0051716,GO:0055065,GO:0055074,GO:0055080,GO:0055082,GO:0055085,GO:0060025,GO:0060078,GO:0060079,GO:0060089,GO:0060401,GO:0060402,GO:0065007,GO:0065008,GO:0070509,GO:0070588,GO:0070838,GO:0071804,GO:0071805,GO:0071944,GO:0072503,GO:0072507,GO:0072511,GO:0097458,GO:0097553,GO:0098655,GO:0098657,GO:0098659,GO:0098660,GO:0098662,GO:0098703,GO:0098739,GO:0098771,GO:0098793,GO:0098916,GO:0099094,GO:0099177,GO:0099536,GO:0099537,GO:0099565,GO:0099587,GO:0099604,GO:1900073,GO:1900075,GO:1902656,GO:1905114	-	ko:K05313	-	-	-	-	ko00000,ko04040	1.A.10.1.14,1.A.10.1.15,1.A.10.1.16,1.A.10.1.17	-	-	ANF_receptor,Lig_chan,Lig_chan-Glu_bd
XP_015171033.1|gene=LOC107063641|XP_015171033.1	132113.XP_003489061.1	0.0	2476.0	KOG1945@1|root,KOG1945@2759|Eukaryota,38CG5@33154|Opisthokonta,3BAJU@33208|Metazoa,3CR8U@33213|Bilateria,41YHK@6656|Arthropoda,3SHN8@50557|Insecta,46H6H@7399|Hymenoptera	33208|Metazoa	T	protein phosphatase 1 regulatory	PPP1R9A	GO:0000003,GO:0000164,GO:0001101,GO:0001505,GO:0001558,GO:0001560,GO:0001664,GO:0001725,GO:0001726,GO:0001932,GO:0001934,GO:0001975,GO:0003006,GO:0003008,GO:0003674,GO:0003779,GO:0003824,GO:0004672,GO:0004857,GO:0004864,GO:0005102,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005829,GO:0005856,GO:0005886,GO:0005912,GO:0005938,GO:0006139,GO:0006396,GO:0006464,GO:0006468,GO:0006725,GO:0006793,GO:0006796,GO:0006807,GO:0006928,GO:0006950,GO:0006996,GO:0007010,GO:0007015,GO:0007049,GO:0007050,GO:0007088,GO:0007096,GO:0007154,GO:0007165,GO:0007166,GO:0007267,GO:0007268,GO:0007275,GO:0007346,GO:0007399,GO:0007416,GO:0007417,GO:0007420,GO:0007568,GO:0007610,GO:0007611,GO:0007612,GO:0007617,GO:0007618,GO:0008022,GO:0008064,GO:0008092,GO:0008104,GO:0008150,GO:0008152,GO:0008154,GO:0008157,GO:0008277,GO:0008287,GO:0008380,GO:0009410,GO:0009605,GO:0009636,GO:0009719,GO:0009725,GO:0009892,GO:0009893,GO:0009898,GO:0009966,GO:0009987,GO:0009991,GO:0010033,GO:0010243,GO:0010467,GO:0010562,GO:0010563,GO:0010564,GO:0010604,GO:0010605,GO:0010639,GO:0010646,GO:0010648,GO:0010720,GO:0010769,GO:0010921,GO:0010923,GO:0010975,GO:0010976,GO:0014069,GO:0014070,GO:0014072,GO:0014075,GO:0015629,GO:0016020,GO:0016043,GO:0016070,GO:0016301,GO:0016310,GO:0016358,GO:0016477,GO:0016740,GO:0016772,GO:0016773,GO:0019098,GO:0019208,GO:0019212,GO:0019220,GO:0019222,GO:0019538,GO:0019722,GO:0019888,GO:0019899,GO:0019900,GO:0019901,GO:0019902,GO:0019903,GO:0019904,GO:0019932,GO:0019953,GO:0021537,GO:0021543,GO:0021761,GO:0021766,GO:0021987,GO:0022008,GO:0022402,GO:0022411,GO:0022414,GO:0022603,GO:0022604,GO:0022607,GO:0023051,GO:0023052,GO:0023057,GO:0030027,GO:0030029,GO:0030030,GO:0030031,GO:0030036,GO:0030042,GO:0030054,GO:0030154,GO:0030175,GO:0030182,GO:0030234,GO:0030308,GO:0030424,GO:0030425,GO:0030426,GO:0030427,GO:0030832,GO:0030833,GO:0030863,GO:0030864,GO:0030900,GO:0031175,GO:0031252,GO:0031253,GO:0031256,GO:0031323,GO:0031324,GO:0031325,GO:0031344,GO:0031346,GO:0031399,GO:0031400,GO:0031401,GO:0031594,GO:0031668,GO:0031749,GO:0031974,GO:0031981,GO:0032231,GO:0032232,GO:0032268,GO:0032269,GO:0032270,GO:0032271,GO:0032279,GO:0032355,GO:0032432,GO:0032501,GO:0032502,GO:0032504,GO:0032515,GO:0032535,GO:0032587,GO:0032589,GO:0032590,GO:0032591,GO:0032870,GO:0032879,GO:0032880,GO:0032956,GO:0032970,GO:0032984,GO:0032991,GO:0033036,GO:0033043,GO:0033267,GO:0033365,GO:0033674,GO:0033993,GO:0034613,GO:0034641,GO:0034694,GO:0034695,GO:0035094,GO:0035303,GO:0035304,GO:0035305,GO:0035308,GO:0035556,GO:0035690,GO:0035902,GO:0036062,GO:0036211,GO:0036477,GO:0040008,GO:0040011,GO:0042043,GO:0042127,GO:0042221,GO:0042325,GO:0042327,GO:0042391,GO:0042493,GO:0042641,GO:0042734,GO:0042802,GO:0042803,GO:0042995,GO:0043005,GO:0043025,GO:0043085,GO:0043086,GO:0043170,GO:0043197,GO:0043200,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043254,GO:0043278,GO:0043279,GO:0043412,GO:0043549,GO:0043624,GO:0043666,GO:0043933,GO:0044085,GO:0044087,GO:0044092,GO:0044093,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044297,GO:0044309,GO:0044325,GO:0044326,GO:0044327,GO:0044380,GO:0044422,GO:0044424,GO:0044425,GO:0044428,GO:0044430,GO:0044444,GO:0044446,GO:0044448,GO:0044456,GO:0044459,GO:0044463,GO:0044464,GO:0044703,GO:0044877,GO:0045202,GO:0045595,GO:0045597,GO:0045664,GO:0045666,GO:0045786,GO:0045859,GO:0045860,GO:0045926,GO:0045936,GO:0045937,GO:0046483,GO:0046847,GO:0046928,GO:0046929,GO:0046983,GO:0048167,GO:0048468,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048545,GO:0048583,GO:0048609,GO:0048666,GO:0048699,GO:0048731,GO:0048786,GO:0048814,GO:0048856,GO:0048869,GO:0048870,GO:0050767,GO:0050769,GO:0050773,GO:0050780,GO:0050789,GO:0050790,GO:0050793,GO:0050794,GO:0050803,GO:0050804,GO:0050805,GO:0050807,GO:0050808,GO:0050877,GO:0050890,GO:0050896,GO:0051015,GO:0051020,GO:0051046,GO:0051048,GO:0051049,GO:0051051,GO:0051093,GO:0051094,GO:0051128,GO:0051129,GO:0051130,GO:0051171,GO:0051172,GO:0051173,GO:0051174,GO:0051179,GO:0051239,GO:0051240,GO:0051241,GO:0051246,GO:0051247,GO:0051248,GO:0051261,GO:0051336,GO:0051338,GO:0051346,GO:0051347,GO:0051489,GO:0051492,GO:0051493,GO:0051494,GO:0051497,GO:0051588,GO:0051589,GO:0051641,GO:0051674,GO:0051704,GO:0051716,GO:0051726,GO:0051783,GO:0051823,GO:0051960,GO:0051961,GO:0051962,GO:0051963,GO:0051964,GO:0060078,GO:0060079,GO:0060179,GO:0060255,GO:0060284,GO:0060322,GO:0060341,GO:0060359,GO:0060491,GO:0060998,GO:0060999,GO:0061001,GO:0061458,GO:0065007,GO:0065008,GO:0065009,GO:0070013,GO:0070161,GO:0070542,GO:0070727,GO:0070848,GO:0070849,GO:0070887,GO:0071242,GO:0071310,GO:0071312,GO:0071315,GO:0071317,GO:0071363,GO:0071364,GO:0071392,GO:0071396,GO:0071407,GO:0071417,GO:0071466,GO:0071495,GO:0071496,GO:0071704,GO:0071840,GO:0071944,GO:0072347,GO:0080090,GO:0090066,GO:0090304,GO:0090723,GO:0097060,GO:0097237,GO:0097305,GO:0097332,GO:0097338,GO:0097366,GO:0097435,GO:0097447,GO:0097458,GO:0097517,GO:0098552,GO:0098562,GO:0098590,GO:0098772,GO:0098793,GO:0098794,GO:0098858,GO:0098916,GO:0098984,GO:0099174,GO:0099175,GO:0099177,GO:0099536,GO:0099537,GO:0099565,GO:0099568,GO:0099572,GO:0110020,GO:0110053,GO:0120025,GO:0120031,GO:0120032,GO:0120035,GO:0120036,GO:0120038,GO:0140096,GO:0150003,GO:0150034,GO:1900006,GO:1900271,GO:1900272,GO:1900452,GO:1900454,GO:1901360,GO:1901564,GO:1901652,GO:1901653,GO:1901654,GO:1901698,GO:1901699,GO:1901700,GO:1901701,GO:1901987,GO:1901990,GO:1902494,GO:1902903,GO:1902904,GO:1903076,GO:1903078,GO:1903119,GO:1903293,GO:1903530,GO:1903531,GO:1903827,GO:1903829,GO:1904048,GO:1904049,GO:1904370,GO:1904372,GO:1904373,GO:1904375,GO:1904377,GO:1904386,GO:1904776,GO:1904778,GO:1905114,GO:1905475,GO:1905477,GO:1905518,GO:1905519,GO:1905606,GO:1905607,GO:1905809,GO:1990761,GO:1990778,GO:1990780,GO:2000026,GO:2000474	-	ko:K17551	-	-	-	-	ko00000,ko01009,ko04812	-	-	-	PDZ,SAM_1,SAM_2
