HOG	species	gene_id	gene_symbol	gene_name	annotation_source	annotation_quality
N0.HOG0000299	Ancistrocerus_nigricornis	ENSANRG00005008082	CG32473; CG8773; CG8774; LOC107063913; LOC127067317	glutamyl aminopeptidase-like; aminopeptidase A-like	OrthoFinder orthology transfer from: Drosophila_melanogaster; Polistes_dominula; Vespula_vulgaris	orthology-inferred; not a direct NCBI name
N0.HOG0000299	Drosophila_melanogaster	FBgn0038135	CG8773		FlyBase-derived dmel_genetable.csv	FlyBase-derived outgroup evidence
N0.HOG0000299	Drosophila_melanogaster	FBgn0038136	CG8774		FlyBase-derived dmel_genetable.csv	FlyBase-derived outgroup evidence
N0.HOG0000299	Drosophila_melanogaster	FBgn0052473	CG32473		FlyBase-derived dmel_genetable.csv	FlyBase-derived outgroup evidence
N0.HOG0000299	Polistes_dominula	LOC107063631	LOC107063631	glutamyl aminopeptidase-like	NCBI: pd_genetable.csv	direct NCBI-derived annotation
N0.HOG0000299	Polistes_dominula	LOC107063711	LOC107063711	glutamyl aminopeptidase-like	NCBI: pd_genetable.csv	direct NCBI-derived annotation
N0.HOG0000299	Polistes_dominula	LOC107063913	LOC107063913	glutamyl aminopeptidase-like	NCBI: pd_genetable.csv	direct NCBI-derived annotation
N0.HOG0000299	Vespula_vulgaris	LOC127065312	LOC127065312	glutamyl aminopeptidase-like	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000299	Vespula_vulgaris	LOC127067317	LOC127067317	aminopeptidase A-like	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000373	Ancistrocerus_nigricornis	ENSANRG00005003372				not directly annotated
N0.HOG0000373	Ancistrocerus_nigricornis	ENSANRG00005005838				not directly annotated
N0.HOG0000373	Ancistrocerus_nigricornis	ENSANRG00005006147				not directly annotated
N0.HOG0000373	Ancistrocerus_nigricornis	ENSANRG00005006209				not directly annotated
N0.HOG0000373	Ancistrocerus_nigricornis	ENSANRG00005006265				not directly annotated
N0.HOG0000373	Ancistrocerus_nigricornis	ENSANRG00005010062				not directly annotated
N0.HOG0000373	Drosophila_melanogaster				FlyBase-derived dmel_genetable.csv	FlyBase-derived outgroup evidence
N0.HOG0000373	Polistes_dominula	LOC107073329	LOC107073329	Zinc knuckle	NCBI: pd_genetable.csv; eggNOG-mapper exact-gene-ID fallback	direct NCBI-derived annotation
N0.HOG0000373	Polistes_dominula	LOC107073421	LOC107073421	Zinc knuckle	NCBI: pd_genetable.csv; eggNOG-mapper exact-gene-ID fallback	direct NCBI-derived annotation
N0.HOG0000470	Drosophila_melanogaster				FlyBase-derived dmel_genetable.csv	FlyBase-derived outgroup evidence
N0.HOG0000470	Polistes_dominula	LOC107070864	LOC107070864	carbonic anhydrase 7-like	NCBI: pd_genetable.csv	direct NCBI-derived annotation
N0.HOG0000470	Polistes_dominula	LOC107070865	LOC107070865	carbonic anhydrase 1-like	NCBI: pd_genetable.csv	direct NCBI-derived annotation
N0.HOG0000470	Polistes_dominula	LOC107070866	LOC107070866	carbonic anhydrase 1-like	NCBI: pd_genetable.csv	direct NCBI-derived annotation
N0.HOG0000470	Vespula_vulgaris	LOC127068450	LOC127068450	carbonic anhydrase 2-like	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000470	Vespula_vulgaris	LOC127068451	LOC127068451	carbonic anhydrase 7-like	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000470	Vespula_vulgaris	LOC127068452	LOC127068452	carbonic anhydrase-related protein-like	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000504	Ancistrocerus_nigricornis	ENSANRG00005010300	LOC107070384; LOC107070385; LOC127072431; LOC127072432; LOC127072433; LOC127072434; LOC127072435	antizyme inhibitor 2-like; ornithine decarboxylase 2-like; ornithine decarboxylase-like; ornithine decarboxylase 1-like	OrthoFinder orthology transfer from: Polistes_dominula; Vespula_vulgaris	orthology-inferred; not a direct NCBI name
N0.HOG0000504	Drosophila_melanogaster				FlyBase-derived dmel_genetable.csv	FlyBase-derived outgroup evidence
N0.HOG0000504	Polistes_dominula	LOC107070384	LOC107070384	antizyme inhibitor 2-like	NCBI: pd_genetable.csv	direct NCBI-derived annotation
N0.HOG0000504	Polistes_dominula	LOC107070385	LOC107070385	antizyme inhibitor 2-like	NCBI: pd_genetable.csv	direct NCBI-derived annotation
N0.HOG0000504	Vespula_vulgaris	LOC127072431	LOC127072431	ornithine decarboxylase 2-like	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000504	Vespula_vulgaris	LOC127072432	LOC127072432	ornithine decarboxylase 2-like	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000504	Vespula_vulgaris	LOC127072433	LOC127072433	ornithine decarboxylase-like	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000504	Vespula_vulgaris	LOC127072434	LOC127072434	ornithine decarboxylase 1-like	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000504	Vespula_vulgaris	LOC127072435	LOC127072435	ornithine decarboxylase-like	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000518	Ancistrocerus_nigricornis	ENSANRG00005001617	CG33262; LOC107069680; LOC127068207	DM4/DM12 family	OrthoFinder orthology transfer from: Drosophila_melanogaster; Polistes_dominula; Vespula_vulgaris	orthology-inferred; not a direct NCBI name
N0.HOG0000518	Drosophila_melanogaster	FBgn0037940	CG14720		FlyBase-derived dmel_genetable.csv	FlyBase-derived outgroup evidence
N0.HOG0000518	Drosophila_melanogaster	FBgn0053262	CG33262		FlyBase-derived dmel_genetable.csv	FlyBase-derived outgroup evidence
N0.HOG0000518	Drosophila_melanogaster	FBgn0085457	CG34428		FlyBase-derived dmel_genetable.csv	FlyBase-derived outgroup evidence
N0.HOG0000518	Drosophila_melanogaster	FBgn0085458	CG34429		FlyBase-derived dmel_genetable.csv	FlyBase-derived outgroup evidence
N0.HOG0000518	Polistes_dominula	LOC107069680	LOC107069680	DM4/DM12 family	NCBI: pd_genetable.csv; eggNOG-mapper exact-gene-ID fallback	direct NCBI-derived annotation
N0.HOG0000518	Polistes_dominula	LOC107069681	LOC107069681	DM4/DM12 family	NCBI: pd_genetable.csv; eggNOG-mapper exact-gene-ID fallback	direct NCBI-derived annotation
N0.HOG0000518	Polistes_dominula	LOC107069744	LOC107069744	DM4/DM12 family	NCBI: pd_genetable.csv; eggNOG-mapper exact-gene-ID fallback	direct NCBI-derived annotation
N0.HOG0000518	Vespula_vulgaris	LOC127067955	LOC127067955	DM4/DM12 family	NCBI: vv_genetable.csv; eggNOG-mapper exact-gene-ID fallback	direct NCBI-derived annotation
N0.HOG0000518	Vespula_vulgaris	LOC127068206	LOC127068206	DM4/DM12 family	NCBI: vv_genetable.csv; eggNOG-mapper exact-gene-ID fallback	direct NCBI-derived annotation
N0.HOG0000518	Vespula_vulgaris	LOC127068207	LOC127068207	DM4/DM12 family	NCBI: vv_genetable.csv; eggNOG-mapper exact-gene-ID fallback	direct NCBI-derived annotation
N0.HOG0000592	Ancistrocerus_nigricornis	ENSANRG00005006182	CG18542; CG32939; LOC107064044; LOC107064053; LOC107071244; LOC127069921; LOC127069925; LOC127072823	ESCO1/2 acetyl-transferase; N-acetyltransferase activity; probable N-acetyltransferase camello; N-acetyltransferase family 8 member 3-like	OrthoFinder orthology transfer from: Drosophila_melanogaster; Polistes_dominula; Vespula_vulgaris	orthology-inferred; not a direct NCBI name
N0.HOG0000592	Drosophila_melanogaster	FBgn0037731	CG18542		FlyBase-derived dmel_genetable.csv	FlyBase-derived outgroup evidence
N0.HOG0000592	Drosophila_melanogaster	FBgn0052939	CG32939		FlyBase-derived dmel_genetable.csv	FlyBase-derived outgroup evidence
N0.HOG0000592	Polistes_dominula	LOC107064044	LOC107064044	ESCO1/2 acetyl-transferase	NCBI: pd_genetable.csv; eggNOG-mapper exact-gene-ID fallback	direct NCBI-derived annotation
N0.HOG0000592	Polistes_dominula	LOC107064053	LOC107064053	ESCO1/2 acetyl-transferase	NCBI: pd_genetable.csv; eggNOG-mapper exact-gene-ID fallback	direct NCBI-derived annotation
N0.HOG0000592	Polistes_dominula	LOC107071244	LOC107071244	N-acetyltransferase activity	NCBI: pd_genetable.csv; eggNOG-mapper exact-gene-ID fallback	direct NCBI-derived annotation
N0.HOG0000592	Vespula_vulgaris	LOC127069921	LOC127069921	probable N-acetyltransferase camello	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000592	Vespula_vulgaris	LOC127069925	LOC127069925	N-acetyltransferase family 8 member 3-like	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000592	Vespula_vulgaris	LOC127072823	LOC127072823	ESCO1/2 acetyl-transferase	NCBI: vv_genetable.csv; eggNOG-mapper exact-gene-ID fallback	direct NCBI-derived annotation
N0.HOG0000639	Polistes_dominula	LOC107073675	LOC107073675	fatty acid synthase-like	NCBI: pd_genetable.csv	direct NCBI-derived annotation
N0.HOG0000639	Polistes_dominula	LOC107073738	LOC107073738	fatty acid synthase-like	NCBI: pd_genetable.csv	direct NCBI-derived annotation
N0.HOG0000639	Vespula_vulgaris	LOC127062212	LOC127062212	fatty acid synthase-like	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000639	Vespula_vulgaris	LOC127062551	LOC127062551	fatty acid synthase-like	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000639	Vespula_vulgaris	LOC127062553	LOC127062553	fatty acid synthase-like	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000742	Ancistrocerus_nigricornis	ENSANRG00005001443				not directly annotated
N0.HOG0000742	Ancistrocerus_nigricornis	ENSANRG00005009186				not directly annotated
N0.HOG0000742	Ancistrocerus_nigricornis	ENSANRG00005010129				not directly annotated
N0.HOG0000814	Ancistrocerus_nigricornis	ENSANRG00005010059	CG9265; LOC107072132; LOC127068286; LOC127068287; LOC127068288; LOC127071340	short-chain dehydrogenase/reductase family 16C member 6-like; estradiol 17-beta-dehydrogenase 11-like; short-chain dehydrogenase/reductase family 16C member 6	OrthoFinder orthology transfer from: Drosophila_melanogaster; Polistes_dominula; Vespula_vulgaris	orthology-inferred; not a direct NCBI name
N0.HOG0000814	Drosophila_melanogaster	FBgn0032910	CG9265		FlyBase-derived dmel_genetable.csv	FlyBase-derived outgroup evidence
N0.HOG0000814	Polistes_dominula	LOC107072132	LOC107072132	short-chain dehydrogenase/reductase family 16C member 6-like	NCBI: pd_genetable.csv	direct NCBI-derived annotation
N0.HOG0000814	Vespula_vulgaris	LOC127068286	LOC127068286	estradiol 17-beta-dehydrogenase 11-like	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000814	Vespula_vulgaris	LOC127068287	LOC127068287	estradiol 17-beta-dehydrogenase 11-like	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000814	Vespula_vulgaris	LOC127068288	LOC127068288	estradiol 17-beta-dehydrogenase 11-like	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000814	Vespula_vulgaris	LOC127071340	LOC127071340	short-chain dehydrogenase/reductase family 16C member 6	NCBI: vv_genetable.csv	direct NCBI-derived annotation
