tx	gene_id	Pd103	Pd105	Pd106	Pd11	Pd110	Pd112	Pd115	Pd119	Pd12	Pd120	Pd122	Pd123	Pd128	Pd13	Pd130	Pd134	Pd137	Pd14	Pd142	Pd143	Pd149	Pd15	Pd150	Pd152	Pd16	Pd17	Pd19	Pd2	Pd20	Pd21	Pd22	Pd23	Pd24	Pd25	Pd26	Pd27	Pd28	Pd29	Pd3	Pd30	Pd31	Pd32	Pd33	Pd34	Pd35	Pd36	Pd37	Pd38	Pd40	Pd43	Pd45	Pd46	Pd49	Pd5	Pd51	Pd52	Pd55	Pd56	Pd57	Pd58	Pd6	Pd63	Pd66	Pd69	Pd7	Pd72	Pd75	Pd77	Pd8	Pd80	Pd84	Pd86	Pd87	Pd9	Pd93	Pd95	Pd98
XM_015319404.1	LOC107065565	2257.814	2261.902	2260.609	2247.604	2255.853	2249.617	2251.622	2250.476	2246.774	2242.145	2234.191	2258.904	2255.702	2234.051	2262.014	2261.984	2268.25	2238.78	2258.094	2244.463	2260.454	2233.67	2277.177	2273.392	2251.941	2249.055	2235.063	2267.207	2245.639	2252.262	2255.156	2255.238	2258.166	2237.845	2243.82	2259.953	2270.671	2257.301	2248.85	2261.303	2241.598	2257.076	2245.344	2238.494	2231.68	2248.113	2244.028	2234.496	2252.811	2238.336	2246.124	2240.003	2246.157	2238.98	2236.429	2242.296	2236.3	2237.387	2230.218	2241.629	2249.483	2252.601	2240.482	2241.276	2249.835	2230.46	2271.21	2272.098	2251.184	2255.379	2259.892	2268.465	2268.833	2243.217	2263.396	2253.356	2257.64
XM_015319402.1	LOC107065565	2329.814	2333.902	2332.609	2319.604	2327.853	2321.617	2323.622	2322.476	2318.774	2314.145	2306.191	2330.904	2327.702	2306.051	2334.014	2333.984	2340.25	2310.78	2330.094	2316.463	2332.454	2305.67	2349.177	2345.392	2323.941	2321.055	2307.063	2339.207	2317.639	2324.262	2327.156	2327.238	2330.166	2309.845	2315.82	2331.953	2342.671	2329.301	2320.85	2333.303	2313.598	2329.076	2317.344	2310.494	2303.68	2320.113	2316.028	2306.496	2324.811	2310.336	2318.124	2312.003	2318.157	2310.98	2308.429	2314.296	2308.3	2309.387	2302.218	2313.629	2321.483	2324.601	2312.482	2313.276	2321.835	2302.46	2343.21	2344.098	2323.184	2327.379	2331.892	2340.465	2340.833	2315.217	2335.396	2325.356	2329.64
XM_015319407.1	LOC107065566	917.814	921.902	920.609	907.604	915.853	909.617	911.622	910.476	906.774	902.145	894.191	918.904	915.702	894.051	922.014	921.984	928.25	898.78	918.094	904.463	920.454	893.67	937.177	933.392	911.941	909.055	895.063	927.207	905.639	912.262	915.156	915.238	918.166	897.845	903.82	919.953	930.671	917.301	908.85	921.303	901.598	917.076	905.344	898.494	891.68	908.113	904.028	894.496	912.811	898.336	906.124	900.003	906.157	898.98	896.429	902.296	896.3	897.387	890.218	901.629	909.483	912.601	900.482	901.276	909.835	890.46	931.21	932.098	911.184	915.379	919.892	928.465	928.833	903.217	923.396	913.356	917.64
XM_015319408.1	LOC107065566	905.814	909.902	908.609	895.604	903.853	897.617	899.622	898.476	894.774	890.145	882.191	906.904	903.702	882.051	910.014	909.984	916.25	886.78	906.094	892.463	908.454	881.67	925.177	921.392	899.941	897.055	883.063	915.207	893.639	900.262	903.156	903.238	906.166	885.845	891.82	907.953	918.671	905.301	896.85	909.303	889.598	905.076	893.344	886.494	879.68	896.113	892.028	882.496	900.811	886.336	894.124	888.003	894.157	886.98	884.429	890.296	884.3	885.387	878.218	889.629	897.483	900.601	888.482	889.276	897.835	878.46	919.21	920.098	899.184	903.379	907.892	916.465	916.833	891.217	911.396	901.356	905.64
XM_015319409.1	LOC107065566	893.814	897.902	896.609	883.604	891.853	885.617	887.622	886.476	882.774	878.145	870.191	894.904	891.702	870.051	898.014	897.984	904.25	874.78	894.094	880.463	896.454	869.67	913.177	909.392	887.941	885.055	871.063	903.207	881.639	888.262	891.156	891.238	894.166	873.845	879.82	895.953	906.671	893.301	884.85	897.303	877.598	893.076	881.344	874.494	867.68	884.113	880.028	870.496	888.811	874.336	882.124	876.003	882.157	874.98	872.429	878.296	872.3	873.387	866.218	877.629	885.483	888.601	876.482	877.276	885.835	866.46	907.21	908.098	887.184	891.379	895.892	904.465	904.833	879.217	899.396	889.356	893.64
XM_015319405.1	LOC107065566	930.814	934.902	933.609	920.604	928.853	922.617	924.622	923.476	919.774	915.145	907.191	931.904	928.702	907.051	935.014	934.984	941.25	911.78	931.094	917.463	933.454	906.67	950.177	946.392	924.941	922.055	908.063	940.207	918.639	925.262	928.156	928.238	931.166	910.845	916.82	932.953	943.671	930.301	921.85	934.303	914.598	930.076	918.344	911.494	904.68	921.113	917.028	907.496	925.811	911.336	919.124	913.003	919.157	911.98	909.429	915.296	909.3	910.387	903.218	914.629	922.483	925.601	913.482	914.276	922.835	903.46	944.21	945.098	924.184	928.379	932.892	941.465	941.833	916.217	936.396	926.356	930.64
XM_015319406.1	LOC107065566	847.814	851.902	850.609	837.604	845.853	839.617	841.622	840.476	836.774	832.145	824.191	848.904	845.702	824.051	852.014	851.984	858.25	828.78	848.094	834.463	850.454	823.67	867.177	863.392	841.941	839.055	825.063	857.207	835.639	842.262	845.156	845.238	848.166	827.845	833.82	849.953	860.671	847.301	838.85	851.303	831.598	847.076	835.344	828.494	821.68	838.113	834.028	824.496	842.811	828.336	836.124	830.003	836.157	828.98	826.429	832.296	826.3	827.387	820.218	831.629	839.483	842.601	830.482	831.276	839.835	820.46	861.21	862.098	841.184	845.379	849.892	858.465	858.833	833.217	853.396	843.356	847.64
XM_015319051.1	LOC107065398	667.874	671.965	670.66	657.671	665.924	659.718	661.771	660.562	656.829	652.221	644.316	669.13	666.037	644.129	672.394	672.044	678.538	648.862	668.167	654.518	670.525	643.775	687.262	683.456	662.019	659.134	645.161	677.265	655.703	662.337	665.229	665.317	668.277	647.918	653.912	670.005	680.76	667.362	658.915	671.409	651.722	667.196	655.448	648.583	641.823	658.212	654.081	644.551	662.871	648.407	656.196	650.164	656.22	649.073	646.575	652.385	646.476	647.769	640.431	651.854	659.603	663.248	650.653	651.35	659.922	640.639	681.266	682.12	661.25	665.42	669.951	678.516	678.902	653.27	673.495	663.432	667.721
XM_015319411.1	LOC107065567	2598.814	2602.902	2601.609	2588.604	2596.853	2590.617	2592.622	2591.476	2587.774	2583.145	2575.191	2599.904	2596.702	2575.051	2603.014	2602.984	2609.25	2579.78	2599.094	2585.463	2601.454	2574.67	2618.177	2614.392	2592.941	2590.055	2576.063	2608.207	2586.639	2593.262	2596.156	2596.238	2599.166	2578.845	2584.82	2600.953	2611.671	2598.301	2589.85	2602.303	2582.598	2598.076	2586.344	2579.494	2572.68	2589.113	2585.028	2575.496	2593.811	2579.336	2587.124	2581.003	2587.157	2579.98	2577.429	2583.296	2577.3	2578.387	2571.218	2582.629	2590.483	2593.601	2581.482	2582.276	2590.835	2571.46	2612.21	2613.098	2592.184	2596.379	2600.892	2609.465	2609.833	2584.217	2604.396	2594.356	2598.64
XM_015319412.1	LOC107065567	2036.814	2040.902	2039.609	2026.604	2034.853	2028.617	2030.622	2029.476	2025.774	2021.145	2013.191	2037.904	2034.702	2013.051	2041.014	2040.984	2047.25	2017.78	2037.094	2023.463	2039.454	2012.67	2056.177	2052.392	2030.941	2028.055	2014.063	2046.207	2024.639	2031.262	2034.156	2034.238	2037.166	2016.845	2022.82	2038.953	2049.671	2036.301	2027.85	2040.303	2020.598	2036.076	2024.344	2017.494	2010.68	2027.113	2023.028	2013.496	2031.811	2017.336	2025.124	2019.003	2025.157	2017.98	2015.429	2021.296	2015.3	2016.387	2009.218	2020.629	2028.483	2031.601	2019.482	2020.276	2028.835	2009.46	2050.21	2051.098	2030.184	2034.379	2038.892	2047.465	2047.833	2022.217	2042.396	2032.356	2036.64
XM_015319410.1	LOC107065567	2139.814	2143.902	2142.609	2129.604	2137.853	2131.617	2133.622	2132.476	2128.774	2124.145	2116.191	2140.904	2137.702	2116.051	2144.014	2143.984	2150.25	2120.78	2140.094	2126.463	2142.454	2115.67	2159.177	2155.392	2133.941	2131.055	2117.063	2149.207	2127.639	2134.262	2137.156	2137.238	2140.166	2119.845	2125.82	2141.953	2152.671	2139.301	2130.85	2143.303	2123.598	2139.076	2127.344	2120.494	2113.68	2130.113	2126.028	2116.496	2134.811	2120.336	2128.124	2122.003	2128.157	2120.98	2118.429	2124.296	2118.3	2119.387	2112.218	2123.629	2131.483	2134.601	2122.482	2123.276	2131.835	2112.46	2153.21	2154.098	2133.184	2137.379	2141.892	2150.465	2150.833	2125.217	2145.396	2135.356	2139.64
XM_015319330.1	LOC107065535	1403.814	1407.902	1406.609	1393.604	1401.853	1395.617	1397.622	1396.476	1392.774	1388.145	1380.191	1404.904	1401.702	1380.051	1408.014	1407.984	1414.25	1384.78	1404.094	1390.463	1406.454	1379.67	1423.177	1419.392	1397.941	1395.055	1381.063	1413.207	1391.639	1398.262	1401.156	1401.238	1404.166	1383.845	1389.82	1405.953	1416.671	1403.301	1394.85	1407.303	1387.598	1403.076	1391.344	1384.494	1377.68	1394.113	1390.028	1380.496	1398.811	1384.336	1392.124	1386.003	1392.157	1384.98	1382.429	1388.296	1382.3	1383.387	1376.218	1387.629	1395.483	1398.601	1386.482	1387.276	1395.835	1376.46	1417.21	1418.098	1397.184	1401.379	1405.892	1414.465	1414.833	1389.217	1409.396	1399.356	1403.64
XM_015319331.1	LOC107065535	1521.814	1525.902	1524.609	1511.604	1519.853	1513.617	1515.622	1514.476	1510.774	1506.145	1498.191	1522.904	1519.702	1498.051	1526.014	1525.984	1532.25	1502.78	1522.094	1508.463	1524.454	1497.67	1541.177	1537.392	1515.941	1513.055	1499.063	1531.207	1509.639	1516.262	1519.156	1519.238	1522.166	1501.845	1507.82	1523.953	1534.671	1521.301	1512.85	1525.303	1505.598	1521.076	1509.344	1502.494	1495.68	1512.113	1508.028	1498.496	1516.811	1502.336	1510.124	1504.003	1510.157	1502.98	1500.429	1506.296	1500.3	1501.387	1494.218	1505.629	1513.483	1516.601	1504.482	1505.276	1513.835	1494.46	1535.21	1536.098	1515.184	1519.379	1523.892	1532.465	1532.833	1507.217	1527.396	1517.356	1521.64
XM_015319329.1	LOC107065535	1600.814	1604.902	1603.609	1590.604	1598.853	1592.617	1594.622	1593.476	1589.774	1585.145	1577.191	1601.904	1598.702	1577.051	1605.014	1604.984	1611.25	1581.78	1601.094	1587.463	1603.454	1576.67	1620.177	1616.392	1594.941	1592.055	1578.063	1610.207	1588.639	1595.262	1598.156	1598.238	1601.166	1580.845	1586.82	1602.953	1613.671	1600.301	1591.85	1604.303	1584.598	1600.076	1588.344	1581.494	1574.68	1591.113	1587.028	1577.496	1595.811	1581.336	1589.124	1583.003	1589.157	1581.98	1579.429	1585.296	1579.3	1580.387	1573.218	1584.629	1592.483	1595.601	1583.482	1584.276	1592.835	1573.46	1614.21	1615.098	1594.184	1598.379	1602.892	1611.465	1611.833	1586.217	1606.396	1596.356	1600.64
XM_015319326.1	LOC107065535	1780.814	1784.902	1783.609	1770.604	1778.853	1772.617	1774.622	1773.476	1769.774	1765.145	1757.191	1781.904	1778.702	1757.051	1785.014	1784.984	1791.25	1761.78	1781.094	1767.463	1783.454	1756.67	1800.177	1796.392	1774.941	1772.055	1758.063	1790.207	1768.639	1775.262	1778.156	1778.238	1781.166	1760.845	1766.82	1782.953	1793.671	1780.301	1771.85	1784.303	1764.598	1780.076	1768.344	1761.494	1754.68	1771.113	1767.028	1757.496	1775.811	1761.336	1769.124	1763.003	1769.157	1761.98	1759.429	1765.296	1759.3	1760.387	1753.218	1764.629	1772.483	1775.601	1763.482	1764.276	1772.835	1753.46	1794.21	1795.098	1774.184	1778.379	1782.892	1791.465	1791.833	1766.217	1786.396	1776.356	1780.64
XM_015319327.1	LOC107065535	2013.814	2017.902	2016.609	2003.604	2011.853	2005.617	2007.622	2006.476	2002.774	1998.145	1990.191	2014.904	2011.702	1990.051	2018.014	2017.984	2024.25	1994.78	2014.094	2000.463	2016.454	1989.67	2033.177	2029.392	2007.941	2005.055	1991.063	2023.207	2001.639	2008.262	2011.156	2011.238	2014.166	1993.845	1999.82	2015.953	2026.671	2013.301	2004.85	2017.303	1997.598	2013.076	2001.344	1994.494	1987.68	2004.113	2000.028	1990.496	2008.811	1994.336	2002.124	1996.003	2002.157	1994.98	1992.429	1998.296	1992.3	1993.387	1986.218	1997.629	2005.483	2008.601	1996.482	1997.276	2005.835	1986.46	2027.21	2028.098	2007.184	2011.379	2015.892	2024.465	2024.833	1999.217	2019.396	2009.356	2013.64
XM_015319328.1	LOC107065535	1570.814	1574.902	1573.609	1560.604	1568.853	1562.617	1564.622	1563.476	1559.774	1555.145	1547.191	1571.904	1568.702	1547.051	1575.014	1574.984	1581.25	1551.78	1571.094	1557.463	1573.454	1546.67	1590.177	1586.392	1564.941	1562.055	1548.063	1580.207	1558.639	1565.262	1568.156	1568.238	1571.166	1550.845	1556.82	1572.953	1583.671	1570.301	1561.85	1574.303	1554.598	1570.076	1558.344	1551.494	1544.68	1561.113	1557.028	1547.496	1565.811	1551.336	1559.124	1553.003	1559.157	1551.98	1549.429	1555.296	1549.3	1550.387	1543.218	1554.629	1562.483	1565.601	1553.482	1554.276	1562.835	1543.46	1584.21	1585.098	1564.184	1568.379	1572.892	1581.465	1581.833	1556.217	1576.396	1566.356	1570.64
XM_015319344.1	LOC107065540	512.906	516.995	515.686	502.712	510.996	504.808	506.905	505.613	501.861	497.281	489.403	514.221	511.159	489.199	517.486	517.062	523.644	493.923	513.216	499.559	515.584	488.83	532.284	528.514	507.1	504.178	490.26	522.297	500.788	507.392	510.286	510.35	513.32	492.981	498.965	515.038	525.791	512.395	503.987	516.459	496.849	512.26	500.516	493.637	486.904	503.299	499.132	489.6	507.951	493.479	501.27	495.232	501.275	494.147	491.668	497.448	491.561	492.893	485.543	496.952	504.69	508.45	495.734	496.42	504.982	485.677	526.287	527.144	506.293	510.453	514.992	523.549	523.962	498.307	518.547	508.501	512.771
XM_015319343.1	LOC107065540	531.901	535.993	534.678	521.701	529.987	523.798	525.894	524.6	520.853	516.272	508.386	533.212	530.146	508.186	536.481	536.056	542.632	512.906	532.208	518.553	534.579	507.82	551.279	547.509	526.09	523.171	509.25	541.293	519.776	526.38	529.279	529.341	532.317	511.976	517.956	534.034	544.786	531.389	522.978	535.456	515.841	531.254	519.504	512.63	505.888	522.283	518.124	508.589	526.944	512.462	520.259	514.218	520.261	513.133	510.655	516.439	510.545	511.869	504.52	515.937	523.684	527.428	514.721	515.401	523.966	504.664	545.284	546.14	525.28	529.447	533.988	542.546	542.959	517.294	537.542	527.49	531.76
XM_015319341.1	LOC107065540	579.891	583.979	582.667	569.686	577.96	571.768	573.859	572.584	568.838	564.252	556.362	581.179	578.106	556.159	584.452	584.052	590.591	560.892	580.189	566.537	582.559	555.803	599.274	595.491	574.066	571.156	557.22	589.282	567.748	574.361	577.254	577.33	580.298	559.952	565.946	582.02	592.777	579.374	570.951	583.43	563.802	579.233	567.486	560.616	553.863	570.254	566.111	556.572	574.925	560.442	568.239	562.198	568.242	561.109	558.626	564.416	558.516	559.818	552.47	563.899	571.654	575.352	562.693	563.377	571.946	552.652	593.276	594.133	573.266	577.432	581.979	590.537	590.931	565.278	585.515	575.465	579.744
XM_015319342.1	LOC107065540	576.892	580.981	579.667	566.686	574.962	568.768	570.861	569.586	565.838	561.253	553.366	578.183	575.112	553.16	581.455	581.052	587.592	557.893	577.191	563.538	579.559	552.804	596.274	592.494	571.067	568.157	554.221	586.282	564.748	571.362	574.256	574.33	577.299	556.953	562.946	579.022	589.778	576.375	567.955	580.433	560.808	576.236	564.488	557.618	550.864	567.255	563.112	553.574	571.926	557.445	565.239	559.2	565.243	558.112	555.628	561.417	555.519	556.82	549.472	560.901	568.656	572.357	559.697	560.378	568.946	549.653	590.276	591.135	570.267	574.433	578.98	587.538	587.932	562.278	582.517	572.467	576.744
XM_015319332.1	LOC107065537	609.882	613.976	612.663	599.679	607.951	601.752	603.827	602.577	598.833	594.241	586.346	611.152	608.075	586.141	614.438	614.049	620.561	590.878	610.179	596.529	612.542	585.789	629.268	625.468	604.047	601.153	587.191	619.278	597.727	604.354	607.24	607.326	610.289	589.942	595.929	612.017	622.771	609.368	600.94	613.423	593.777	609.219	597.472	590.604	583.852	600.24	596.096	586.565	604.912	590.426	598.224	592.185	598.235	591.097	588.612	594.4	588.501	589.798	582.448	593.876	601.635	605.296	592.671	593.367	601.928	582.646	623.275	624.131	603.258	607.429	611.962	620.529	620.915	595.276	615.504	605.456	609.736
XM_015319333.1	LOC107065537	592.891	596.978	595.666	582.682	590.956	584.761	586.842	585.581	581.836	577.247	569.353	594.169	591.099	569.15	597.447	597.051	603.59	573.887	593.185	579.533	595.552	568.8	612.273	608.478	587.059	584.154	570.203	602.28	580.735	587.359	590.246	590.33	593.293	572.946	578.94	595.018	605.774	592.374	583.944	596.426	576.794	592.227	580.479	573.612	566.861	583.251	579.108	569.565	587.919	573.437	581.23	575.188	581.241	574.103	571.614	577.414	571.509	572.816	565.462	576.894	584.65	588.339	575.687	576.374	584.942	565.649	606.276	607.132	586.264	590.431	594.971	603.537	603.923	578.277	598.509	588.461	592.741
XM_015319335.1	LOC107065537	604.886	608.976	607.664	594.679	602.951	596.755	598.831	597.578	593.833	589.242	581.348	606.155	603.083	581.144	609.44	609.05	615.563	585.88	605.182	591.529	607.543	580.793	624.27	620.472	599.05	596.154	582.193	614.28	592.73	599.357	602.242	602.326	605.289	584.943	590.933	607.017	617.771	604.372	595.944	608.425	588.784	604.222	592.473	585.607	578.854	595.241	591.104	581.565	599.915	585.427	593.226	587.186	593.235	586.099	583.614	589.405	583.505	584.799	577.456	588.878	596.637	600.3	587.674	588.369	596.938	577.648	618.276	619.131	598.259	602.43	606.964	615.53	615.917	590.276	610.506	600.459	604.74
XM_015319336.1	LOC107065537	570.893	574.982	573.668	560.687	568.965	562.771	564.865	563.588	559.838	555.254	547.367	572.189	569.112	547.163	575.459	575.053	581.594	551.894	571.196	557.539	573.561	546.806	590.274	586.496	565.069	562.158	548.222	580.284	558.751	565.365	568.262	568.33	571.299	550.958	556.947	573.027	583.779	570.376	561.959	574.438	554.81	570.239	558.488	551.62	544.866	561.258	557.114	547.575	565.928	551.447	559.241	553.204	559.245	552.114	549.634	555.418	549.521	550.822	543.479	554.903	562.66	566.379	553.701	554.381	562.948	543.654	584.277	585.135	564.269	568.434	572.98	581.538	581.933	556.279	576.518	566.468	570.744
XM_015319339.1	LOC107065539	937.814	941.902	940.609	927.604	935.853	929.617	931.622	930.476	926.774	922.145	914.191	938.904	935.702	914.051	942.014	941.984	948.25	918.78	938.094	924.463	940.454	913.67	957.177	953.392	931.941	929.055	915.063	947.207	925.639	932.262	935.156	935.238	938.166	917.845	923.82	939.953	950.671	937.301	928.85	941.303	921.598	937.076	925.344	918.494	911.68	928.113	924.028	914.496	932.811	918.336	926.124	920.003	926.157	918.98	916.429	922.296	916.3	917.387	910.218	921.629	929.483	932.601	920.482	921.276	929.835	910.46	951.21	952.098	931.184	935.379	939.892	948.465	948.833	923.217	943.396	933.356	937.64
XM_015319340.1	LOC107065539	765.858	769.948	768.648	755.661	763.897	757.694	759.724	758.538	754.817	750.203	742.29	767.09	764.012	742.103	770.338	770.031	776.482	746.841	766.139	752.508	768.507	741.738	785.25	781.437	759.995	757.108	743.118	775.251	753.682	760.316	763.219	763.308	766.249	745.907	751.885	767.997	778.73	765.346	756.898	769.396	749.664	765.157	753.415	746.551	739.803	756.194	752.061	742.535	760.847	746.391	754.176	748.117	754.206	747.055	744.526	750.363	744.398	745.707	738.384	749.822	757.576	761.16	748.603	749.33	757.903	738.589	779.242	780.115	759.248	763.409	767.93	776.505	776.89	751.257	771.471	761.414	765.697
XM_015319338.1	LOC107065539	1045.814	1049.902	1048.609	1035.604	1043.853	1037.617	1039.622	1038.476	1034.774	1030.145	1022.191	1046.904	1043.702	1022.051	1050.014	1049.984	1056.25	1026.78	1046.094	1032.463	1048.454	1021.67	1065.177	1061.392	1039.941	1037.055	1023.063	1055.207	1033.639	1040.262	1043.156	1043.238	1046.166	1025.845	1031.82	1047.953	1058.671	1045.301	1036.85	1049.303	1029.598	1045.076	1033.344	1026.494	1019.68	1036.113	1032.028	1022.496	1040.811	1026.336	1034.124	1028.003	1034.157	1026.98	1024.429	1030.296	1024.3	1025.387	1018.218	1029.629	1037.483	1040.601	1028.482	1029.276	1037.835	1018.46	1059.21	1060.098	1039.184	1043.379	1047.892	1056.465	1056.833	1031.217	1051.396	1041.356	1045.64
XM_015319337.1	LOC107065539	655.876	659.967	658.66	645.672	653.93	647.724	649.789	648.562	644.83	640.222	632.32	657.135	654.039	632.13	660.404	660.046	666.544	636.864	656.169	642.522	658.529	631.777	675.264	671.457	650.022	647.137	633.165	665.266	643.706	650.337	653.23	653.321	656.278	635.918	641.913	658.007	668.764	655.362	646.92	659.416	639.727	655.203	643.449	636.588	629.828	646.219	642.085	632.555	650.881	636.416	644.204	638.168	644.222	637.077	634.581	640.387	634.479	635.774	628.434	639.86	647.607	651.26	638.657	639.353	647.924	628.641	669.27	670.124	649.252	653.422	657.953	666.523	666.902	641.271	661.495	651.437	655.727
XM_015319413.1	LOC107065569	361.313	365.397	364.23	351.49	359.474	353.318	355.414	354.381	350.673	345.988	338.268	362.606	359.91	338.502	366.005	365.408	372.002	342.786	361.807	348.082	364.268	337.729	380.565	376.844	356.172	352.828	339.247	370.523	349.649	356.136	358.816	358.806	361.759	341.704	347.637	363.366	373.975	360.726	352.694	364.767	345.554	360.775	349.214	342.457	336.082	352.156	348.016	338.72	356.43	342.65	350.166	344.14	350.127	343.426	340.88	346.462	340.657	342.015	335.187	345.996	353.308	357.321	344.817	345.661	353.949	334.732	374.603	375.378	354.928	359.136	363.37	371.937	372.215	347.087	366.883	357.184	361.322
XM_015319414.1	LOC107065570	2061.814	2065.902	2064.609	2051.604	2059.853	2053.617	2055.622	2054.476	2050.774	2046.145	2038.191	2062.904	2059.702	2038.051	2066.014	2065.984	2072.25	2042.78	2062.094	2048.463	2064.454	2037.67	2081.177	2077.392	2055.941	2053.055	2039.063	2071.207	2049.639	2056.262	2059.156	2059.238	2062.166	2041.845	2047.82	2063.953	2074.671	2061.301	2052.85	2065.303	2045.598	2061.076	2049.344	2042.494	2035.68	2052.113	2048.028	2038.496	2056.811	2042.336	2050.124	2044.003	2050.157	2042.98	2040.429	2046.296	2040.3	2041.387	2034.218	2045.629	2053.483	2056.601	2044.482	2045.276	2053.835	2034.46	2075.21	2076.098	2055.184	2059.379	2063.892	2072.465	2072.833	2047.217	2067.396	2057.356	2061.64
XM_015319264.1	LOC107065510	3562.814	3566.902	3565.609	3552.604	3560.853	3554.617	3556.622	3555.476	3551.774	3547.145	3539.191	3563.904	3560.702	3539.051	3567.014	3566.984	3573.25	3543.78	3563.094	3549.463	3565.454	3538.67	3582.177	3578.392	3556.941	3554.055	3540.063	3572.207	3550.639	3557.262	3560.156	3560.238	3563.166	3542.845	3548.82	3564.953	3575.671	3562.301	3553.85	3566.303	3546.598	3562.076	3550.344	3543.494	3536.68	3553.113	3549.028	3539.496	3557.811	3543.336	3551.124	3545.003	3551.157	3543.98	3541.429	3547.296	3541.3	3542.387	3535.218	3546.629	3554.483	3557.601	3545.482	3546.276	3554.835	3535.46	3576.21	3577.098	3556.184	3560.379	3564.892	3573.465	3573.833	3548.217	3568.396	3558.356	3562.64
XM_015319263.1	LOC107065510	3779.814	3783.902	3782.609	3769.604	3777.853	3771.617	3773.622	3772.476	3768.774	3764.145	3756.191	3780.904	3777.702	3756.051	3784.014	3783.984	3790.25	3760.78	3780.094	3766.463	3782.454	3755.67	3799.177	3795.392	3773.941	3771.055	3757.063	3789.207	3767.639	3774.262	3777.156	3777.238	3780.166	3759.845	3765.82	3781.953	3792.671	3779.301	3770.85	3783.303	3763.598	3779.076	3767.344	3760.494	3753.68	3770.113	3766.028	3756.496	3774.811	3760.336	3768.124	3762.003	3768.157	3760.98	3758.429	3764.296	3758.3	3759.387	3752.218	3763.629	3771.483	3774.601	3762.482	3763.276	3771.835	3752.46	3793.21	3794.098	3773.184	3777.379	3781.892	3790.465	3790.833	3765.217	3785.396	3775.356	3779.64
XM_015319272.1	LOC107065515	464.934	469.027	467.719	454.772	463.025	456.839	458.94	457.652	453.912	449.319	441.466	466.254	463.238	441.298	469.529	469.081	475.681	445.976	465.255	451.592	467.631	440.883	484.308	480.54	459.153	456.215	442.326	474.305	452.845	459.438	462.334	462.384	465.355	445.039	451.001	467.065	477.808	464.417	456.026	468.482	448.904	464.299	452.557	445.695	438.983	455.364	451.188	441.676	459.981	445.561	453.339	447.297	453.32	446.245	443.745	449.498	443.643	444.986	437.707	449.03	456.733	460.545	447.831	448.521	457.051	437.77	478.307	479.158	458.346	462.504	467.02	475.573	475.98	450.362	470.566	460.54	464.803
XM_015319276.1	LOC107065515	442.966	447.054	445.758	432.822	441.047	434.868	436.972	435.699	431.966	427.366	419.524	444.279	441.288	419.386	447.571	447.101	453.715	424.021	443.289	429.633	445.682	418.943	462.327	458.564	437.25	434.254	420.397	452.318	430.894	437.507	440.367	440.409	443.382	423.091	429.053	445.083	455.817	442.437	434.076	446.506	426.958	442.325	430.591	423.742	417.089	433.413	429.246	419.766	438.008	423.647	431.389	425.365	431.38	424.344	421.834	427.573	421.735	423.069	415.82	427.109	434.777	438.605	425.91	426.61	435.124	415.841	456.326	457.173	436.389	440.548	445.046	453.611	453.997	428.412	448.595	438.589	442.842
XM_015319274.1	LOC107065515	506.908	510.999	509.688	496.713	504.998	498.808	500.907	499.617	495.863	491.286	483.41	508.224	505.167	483.208	511.488	511.064	517.651	487.927	507.219	493.561	509.587	482.832	526.288	522.519	501.103	498.181	484.27	516.298	494.793	501.394	504.288	504.355	507.321	486.988	492.97	509.041	519.794	506.401	497.989	510.464	490.853	506.264	494.518	487.642	480.91	497.307	493.138	483.602	501.955	487.484	495.276	489.237	495.28	488.154	485.671	491.452	485.567	486.902	479.557	490.965	498.694	502.456	489.743	490.428	498.985	479.681	520.289	521.148	500.297	504.456	508.995	517.55	517.964	492.314	512.549	502.506	506.773
XM_015319275.1	LOC107065515	505.908	509.999	508.689	495.714	503.999	497.808	499.907	498.618	494.864	490.286	482.411	507.227	504.169	482.21	510.488	510.064	516.652	486.928	506.219	492.562	508.588	481.833	525.288	521.52	500.104	497.181	483.272	515.298	493.793	500.395	503.289	503.355	506.322	485.989	491.971	508.042	518.794	505.401	496.989	509.466	489.854	505.264	493.519	486.643	479.912	496.308	492.14	482.602	500.956	486.486	494.277	488.237	494.281	487.155	484.672	490.452	484.568	485.905	478.56	489.967	497.695	501.46	488.745	489.43	497.985	478.682	519.289	520.148	499.298	503.457	507.997	516.55	516.965	491.314	511.549	501.506	505.773
XM_015319273.1	LOC107065515	452.949	457.041	455.735	442.795	451.038	444.851	446.953	445.671	441.938	437.334	429.5	454.269	451.262	429.348	457.554	457.092	463.695	433.994	453.27	439.613	455.655	428.911	472.315	468.554	447.207	444.233	430.362	462.311	440.864	447.472	450.352	450.394	453.367	433.065	439.033	455.074	465.814	452.428	444.049	456.496	436.935	452.313	440.573	433.715	427.039	443.39	439.212	429.719	447.995	433.607	441.363	435.332	441.358	434.296	431.79	437.531	431.693	433.022	425.768	437.068	444.756	448.574	435.872	436.573	445.086	425.811	466.313	467.163	446.368	450.527	455.036	463.589	463.989	438.387	458.58	448.562	452.825
